,제품명(한글),수입일자,제조국,수출국
7026,바나나,2020-12-29,필리핀,필리핀
7027,깐도라지 (2KG),2020-12-29,중국,중국
7028,신선마늘쫑,2020-12-29,중국,중국
7029,표고버섯,2020-12-29,중국,중국
7030,브라질 커피 생두,2020-12-29,브라질,브라질
7031,호두,2020-12-29,미국,미국
7032,바나나,2020-12-29,멕시코,멕시코
7033,깐도라지,2020-12-29,중국,중국
7034,깐도라지,2020-12-29,중국,중국
7035,깐도라지,2020-12-29,중국,중국
7036,깐도라지,2020-12-29,중국,중국
7037,신선우엉,2020-12-29,중국,중국
7038,깐도라지,2020-12-29,중국,중국
7039,신선도라지,2020-12-29,중국,중국
7040,깐도라지,2020-12-29,중국,중국
7041,적두,2020-12-29,캐나다,캐나다
7042,양배추,2020-12-29,중국,중국
7043,신선당근,2020-12-29,중국,중국
7044,냉동대파,2020-12-29,중국,중국
7045,냉동부추,2020-12-29,중국,중국
7046,유기농바나나,2020-12-29,콜롬비아,콜롬비아
7047,기장,2020-12-29,우크라이나,우크라이나
7048,냉동대파,2020-12-29,중국,중국
7049,신선밤,2020-12-29,중국,중국
7050,냉동홍고추,2020-12-29,중국,중국
7051,냉동홍고추,2020-12-29,중국,중국
7052,냉동고추,2020-12-29,중국,중국
7053,신선양파,2020-12-29,중국,중국
7054,팝콘,2020-12-29,미국,미국
7055,콩나물콩,2020-12-29,미국,미국
7056,레몬그라스(10 KG),2020-12-29,태국,태국
7057,갈랑가(10 KG),2020-12-29,태국,태국
7058,시칠리아산 통아몬드,2020-12-29,이탈리아,이탈리아
7059,바나나꽃,2020-12-29,태국,태국
7060,샬롯(10 KG),2020-12-29,태국,태국
7061,가차이(10 KG),2020-12-29,태국,태국
7062,냉동홍고추,2020-12-29,중국,중국
7063,망고,2020-12-29,태국,태국
7064,밀 맥아,2020-12-29,호주,호주
7065,맥아,2020-12-29,호주,호주
7066,건고추,2020-12-29,중국,중국
7067,신선우엉,2020-12-29,중국,중국
7068,우엉,2020-12-29,중국,중국
7069,건백목이버섯,2020-12-29,중국,중국
7070,마른목이버섯,2020-12-29,중국,중국
7071,신선우엉,2020-12-29,중국,중국
7072,신선당근,2020-12-29,중국,중국
7073,신선생강,2020-12-29,중국,중국
7074,표고버섯,2020-12-29,중국,중국
7075,깐양대,2020-12-29,중국,중국
7076,오렌지,2020-12-29,미국,미국
7077,깐도라지,2020-12-29,중국,중국
7078,깐도라지,2020-12-29,중국,중국
7079,신선 적채(8KG),2020-12-29,중국,중국
7080,신선표고,2020-12-29,중국,중국
7081,깐도라지,2020-12-29,중국,중국
7082,신선깐도라지,2020-12-29,중국,중국
7083,깐도라지,2020-12-29,중국,중국
7084,마늘쫑,2020-12-29,중국,중국
7085,신선당근,2020-12-29,중국,중국
7086,깐도라지,2020-12-29,중국,중국
7087,깐도라지,2020-12-29,중국,중국
7088,신선깐도라지,2020-12-29,중국,중국
7089,냉동부추,2020-12-29,중국,중국
7090,신선당근,2020-12-29,중국,중국
7091,냉동대파,2020-12-29,중국,중국
7092,브로콜리,2020-12-29,중국,중국
7093,흑후추 홀,2020-12-29,베트남,베트남
7094,백후추 홀,2020-12-29,베트남,베트남
7095,바나나,2020-12-29,필리핀,필리핀
7096,해바라기씨,2020-12-29,불가리아,불가리아
7097,블루베리,2020-12-29,칠레,칠레
7098,"용과(WHITE, 5KG)",2020-12-29,베트남,베트남
7099,"바나나(13KG,2020.12.02)",2020-12-29,베트남,베트남
7100,오렌지,2020-12-29,미국,미국
7101,신선브로콜리,2020-12-29,중국,중국
7102,레몬,2020-12-29,미국,미국
7103,"고추(열매,건조)",2020-12-29,중국,중국
7104,샬롯,2020-12-29,중국,중국
7105,강낭콩,2020-12-29,캐나다,캐나다
7106,참깨,2020-12-29,나이지리아,베트남
7107,오렌지,2020-12-29,미국,미국
7108,레몬,2020-12-29,미국,미국
7109,신선당근,2020-12-29,중국,중국
7110,피스타치오,2020-12-29,미국,미국
7111,알땅콩(25KG),2020-12-29,중국,중국
7112,냉동대파,2020-12-29,중국,중국
7113,창출,2020-12-29,중국,중국
7114,토사자,2020-12-29,중국,중국
7115,계피,2020-12-29,베트남,베트남
7116,냉동마늘,2020-12-29,중국,중국
7117,단삼(30KG),2020-12-29,중국,중국
7118,"개암(열매,건조)",2020-12-29,중국,중국
7119,작약,2020-12-29,중국,중국
7120,건고사리,2020-12-29,중국,중국
7121,건고구마줄기,2020-12-29,중국,중국
7122,바닐라빈,2020-12-29,마다가스카르,마다가스카르
7123,키위,2020-12-29,미국,미국
7124,건조 생강편,2020-12-29,중국,중국
7125,맥아,2020-12-29,호주,말레이시아
7126,"칡/갈근(뿌리,건조)",2020-12-29,중국,중국
7127,선복화,2020-12-29,중국,중국
7128,여주,2020-12-29,중국,중국
7129,냉동고추,2020-12-29,중국,중국
7130,아몬드,2020-12-29,미국,미국
7131,옥수수,2020-12-29,브라질,브라질
7132,옥수수,2020-12-29,브라질,브라질
7133,체리,2020-12-29,칠레,칠레
7134,체리,2020-12-29,칠레,칠레
7135,로즈마리,2020-12-29,이스라엘,이스라엘
7136,타임,2020-12-29,이스라엘,이스라엘
7137,체리,2020-12-29,칠레,칠레
7138,체리,2020-12-29,칠레,칠레
7139,체리,2020-12-29,칠레,칠레
7140,체리,2020-12-29,칠레,칠레
7141,아스파라거스,2020-12-29,태국,태국
7142,아스파라거스,2020-12-29,태국,태국
7143,아스파라거스,2020-12-29,태국,태국
7144,레몬그라스,2020-12-29,태국,태국
7145,핑거루트,2020-12-29,태국,태국
7146,바나나 꽃,2020-12-29,태국,태국
7147,레몬그라스,2020-12-29,태국,태국
7148,샬롯,2020-12-29,태국,태국
7149,갈랑가,2020-12-29,태국,태국
7150,판단잎,2020-12-29,태국,태국
7151,핑거루트,2020-12-29,태국,태국
7152,바나나꽃,2020-12-29,태국,태국
7153,갈랑갈,2020-12-29,태국,태국
7154,레몬그라스,2020-12-29,태국,태국
7155,아스파라거스,2020-12-29,페루,페루
7156,체리,2020-12-29,칠레,칠레
7157,체리,2020-12-29,칠레,칠레
7158,아스파라거스,2020-12-29,태국,태국
7159,레몬그래스,2020-12-29,태국,태국
7160,신선송로버섯,2020-12-29,중국,중국
7161,두리안,2020-12-29,태국,태국
7162,냉동홍고추,2020-12-29,중국,중국
7163,바나나,2020-12-29,필리핀,필리핀
7164,파인애플,2020-12-29,필리핀,필리핀
7165,바나나,2020-12-29,필리핀,필리핀
7166,바나나,2020-12-29,필리핀,필리핀
7167,바나나,2020-12-29,필리핀,필리핀
7168,양상추,2020-12-29,필리핀,필리핀
7169,파인애플,2020-12-29,필리핀,필리핀
7170,바나나,2020-12-29,필리핀,필리핀
7171,바나나,2020-12-29,필리핀,필리핀
7172,바나나,2020-12-29,필리핀,필리핀
7173,바나나,2020-12-29,필리핀,필리핀
7174,냉동배추,2020-12-29,중국,중국
7175,냉동배추,2020-12-29,중국,중국
7176,냉동 브로콜리,2020-12-29,중국,중국
7177,냉동 유채,2020-12-29,중국,중국
7178,냉동깐밤,2020-12-29,중국,중국
7179,냉동대파,2020-12-29,중국,중국
7180,코리앤더씨드,2020-12-29,이집트,이집트
7181,캐러웨이씨드,2020-12-29,이집트,이집트
7182,냉동 단호박,2020-12-29,중국,중국
7183,냉동마늘,2020-12-29,중국,중국
7184,냉동마늘,2020-12-29,중국,중국
7185,냉동 브로컬리,2020-12-29,중국,중국
7186,흰강낭콩,2020-12-29,미국,미국
7187,통계피,2020-12-29,중국,중국
7188,파계피-30kg,2020-12-29,베트남,베트남
7189,냉동 연근,2020-12-29,중국,중국
7190,냉동능이버섯,2020-12-29,중국,중국
7191,냉동양파,2020-12-29,중국,중국
7192,더덕,2020-12-29,중국,중국
7193,계피/15KG,2020-12-29,베트남,베트남
7194,냉동대파,2020-12-29,중국,중국
7195,냉동대파,2020-12-29,중국,중국
7196,피칸,2020-12-29,미국,미국
7197,대추야자,2020-12-29,아랍에미리트,아랍에미리트
7198,호두,2020-12-29,미국,미국
7199,호두,2020-12-29,미국,미국
7200,호두,2020-12-29,미국,미국
7201,대추야자,2020-12-29,아랍에미리트,아랍에미리트
7202,대추야자,2020-12-29,아랍에미리트,아랍에미리트
7203,건조 무화과,2020-12-29,터키,터키
7204,냉동대파,2020-12-29,중국,중국
7205,냉동마늘,2020-12-29,중국,중국
7206,아몬드,2020-12-29,미국,미국
7207,냉동마늘,2020-12-29,중국,중국
7208,아몬드,2020-12-29,미국,미국
7209,고추씨,2020-12-29,인도,인도
7210,냉동 브로컬리,2020-12-29,중국,중국
7211,냉동 얼갈이,2020-12-29,중국,중국
7212,호두,2020-12-29,미국,미국
7213,냉동부추,2020-12-29,중국,중국
7214,고수씨드 (200g),2020-12-29,파키스탄,파키스탄
7215,"마늘(뿌리,냉동)",2020-12-29,중국,중국
7216,건표고버섯(SB),2020-12-29,중국,중국
7217,디글렛 누르 대추야자,2020-12-29,튀니지,튀니지
7218,후추,2020-12-29,베트남,아랍에미리트
7219,유기농바나나,2020-12-29,페루,페루
7220,냉동고추,2020-12-29,중국,중국
7221,오렌지,2020-12-29,미국,미국
7222,오렌지,2020-12-29,미국,미국
7223,냉동홍고추,2020-12-29,중국,중국
7224,냉동 홍고추,2020-12-29,중국,중국
7225,냉동홍고추,2020-12-29,중국,중국
7226,곶감,2020-12-29,중국,중국
7227,바닐라 빈,2020-12-29,마다가스카르,마다가스카르
7228,블루베리,2020-12-29,칠레,칠레
7229,아몬드,2020-12-29,미국,미국
7230,메로골드,2020-12-29,미국,미국
7231,신선밤,2020-12-29,중국,중국
7232,호박꼬지,2020-12-29,중국,중국
7233,냉동대추,2020-12-29,중국,중국
7234,커피생두,2020-12-29,코스타리카,코스타리카
7235,건구기자,2020-12-29,중국,중국
7236,"고추냉이(뿌리,신선)",2020-12-29,일본,일본
7237,고추냉이,2020-12-29,중국,중국
