,제품명(한글),수입일자,제조국,수출국
4917,깐우엉,2021-01-12,중국,중국
4918,깐도라지,2021-01-12,중국,중국
4919,브로콜리,2021-01-12,중국,중국
4920,당근,2021-01-12,중국,중국
4921,타피오카 칩,2021-01-12,베트남,베트남
4922,타피오카 칩,2021-01-12,베트남,베트남
4923,유기농 바나나,2021-01-12,페루,페루
4924,커피생두,2021-01-12,에티오피아,에티오피아
4925,커피생두,2021-01-12,에티오피아,에티오피아
4926,바나나,2021-01-12,베트남,베트남
4927,바나나,2021-01-12,필리핀,필리핀
4928,"파파야(5KG,2020.12.23)",2021-01-12,필리핀,필리핀
4929,두리안,2021-01-12,태국,태국
4930,커피원두,2021-01-12,에티오피아,지부티
4931,아몬드,2021-01-12,미국,미국
4932,옥수수,2021-01-12,미국,미국
4933,후추,2021-01-12,태국,태국
4934,건고추,2021-01-12,중국,중국
4935,도토리,2021-01-12,남아프리카 공화국,남아프리카 공화국
4936,망고,2021-01-12,태국,태국
4937,오렌지,2021-01-12,미국,미국
4938,석류,2021-01-12,미국,미국
4939,파인애플,2021-01-12,필리핀,필리핀
4940,석류,2021-01-12,미국,미국
4941,"바나나(열매,신선)",2021-01-12,필리핀,필리핀
4942,신선브로콜리,2021-01-12,중국,중국
4943,신선브로콜리,2021-01-12,중국,중국
4944,바나나,2021-01-12,과테말라,과테말라
4945,"바나나(열매,신선)",2021-01-12,필리핀,필리핀
4946,커피생두,2021-01-12,브라질,브라질
4947,캐슈너트,2021-01-12,베트남,베트남
4948,오렌지,2021-01-12,미국,미국
4949,양배추,2021-01-12,중국,중국
4950,오렌지,2021-01-12,미국,미국
4951,파인애플,2021-01-12,필리핀,필리핀
4952,바나나,2021-01-12,필리핀,필리핀
4953,메로골드,2021-01-12,미국,미국
4954,바나나,2021-01-12,필리핀,필리핀
4955,메로골드,2021-01-12,미국,미국
4956,강낭콩,2021-01-12,캐나다,캐나다
4957,녹두,2021-01-12,중국,중국
4958,오렌지,2021-01-12,미국,미국
4959,망고,2021-01-12,태국,태국
4960,메로골드,2021-01-12,미국,미국
4961,망고,2021-01-12,태국,태국
4962,망고,2021-01-12,태국,태국
4963,황기/10KG,2021-01-12,중국,중국
4964,바나나,2021-01-12,필리핀,필리핀
4965,커피원두,2021-01-12,브라질,브라질
4966,커피생두,2021-01-12,브라질,브라질
4967,석류,2021-01-12,미국,미국
4968,깐도라지,2021-01-12,중국,중국
4969,깐도라지,2021-01-12,중국,중국
4970,깐도라지,2021-01-12,중국,중국
4971,깐도라지,2021-01-12,중국,중국
4972,신선당근,2021-01-12,중국,중국
4973,깐도라지,2021-01-12,중국,중국
4974,신선양배추,2021-01-12,중국,중국
4975,신선도라지,2021-01-12,중국,중국
4976,신선더덕,2021-01-12,중국,중국
4977,신선표고버섯,2021-01-12,중국,중국
4978,깐도라지,2021-01-12,중국,중국
4979,우엉,2021-01-12,중국,중국
4980,마늘쫑(8KG),2021-01-12,중국,중국
4981,깐도라지,2021-01-12,중국,중국
4982,오렌지,2021-01-12,미국,미국
4983,커피원두,2021-01-12,브라질,브라질
4984,파인애플,2021-01-12,필리핀,필리핀
4985,커피 생두,2021-01-12,브라질,브라질
4986,바나나,2021-01-12,필리핀,필리핀
4987,커피 생두,2021-01-12,브라질,브라질
4988,깐도라지,2021-01-12,중국,중국
4989,신선깐도라지,2021-01-12,중국,중국
4990,신선깐도라지,2021-01-12,중국,중국
4991,깐도라지,2021-01-12,중국,중국
4992,신선깐도라지,2021-01-12,중국,중국
4993,깐도라지,2021-01-12,중국,중국
4994,깐도라지,2021-01-12,중국,중국
4995,깐도라지,2021-01-12,중국,중국
