,제품명(한글),수입일자,제조국,수출국
82,파스니프,2021-02-05,벨기에,벨기에
83,송로버섯,2021-02-05,이탈리아,이탈리아
84,신선부추,2021-02-05,중국,중국
85,망고,2021-02-05,베트남,베트남
86,마다가스카르 바닐라 빈,2021-02-05,마다가스카르,마다가스카르
87,건토란줄기,2021-02-05,미얀마,미얀마
88,쪽파,2021-02-05,라오스,라오스
89,파스닙,2021-02-05,벨기에,벨기에
90,망고,2021-02-05,페루,페루
91,핑거루트,2021-02-05,태국,태국
92,앤다이브,2021-02-05,벨기에,벨기에
93,방울다다기 양배추,2021-02-05,벨기에,벨기에
94,아스파라거스,2021-02-05,태국,태국
95,앤다이브(프리셰),2021-02-05,스페인,벨기에
96,레몬그라스,2021-02-05,태국,태국
97,갈랑갈,2021-02-05,태국,태국
98,냉동 홍피망,2021-02-05,중국,중국
99,호두,2021-02-05,미국,미국
100,호박씨,2021-02-05,중국,중국
101,깐도라지,2021-02-05,중국,중국
102,마늘쫑,2021-02-05,중국,중국
103,망고,2021-02-05,태국,태국
104,망고,2021-02-05,태국,태국
105,망고,2021-02-05,태국,태국
106,신선깐도라지,2021-02-05,중국,중국
107,"회향(열매,신선)",2021-02-05,이탈리아,벨기에
108,"파스닙(뿌리,신선)",2021-02-05,벨기에,벨기에
109,리크,2021-02-05,벨기에,벨기에
110,앤다이브,2021-02-05,벨기에,벨기에
111,방울다다기 양배추,2021-02-05,벨기에,벨기에
112,셀러리악,2021-02-05,네덜란드,벨기에
113,후추,2021-02-05,인도,인도
114,캐슈,2021-02-05,베트남,베트남
115,레몬그라스,2021-02-05,베트남,베트남
116,냉동 홍고추,2021-02-05,중국,중국
117,커피원두,2021-02-05,온두라스,온두라스
118,페루커피원두,2021-02-05,페루,페루
119,커피원두,2021-02-05,브라질,브라질
120,콜롬비아  커피원두,2021-02-05,콜롬비아,콜롬비아
121,바나나,2021-02-05,과테말라,과테말라
122,아보카도,2021-02-05,멕시코,멕시코
123,포도,2021-02-05,페루,페루
124,망고,2021-02-05,페루,페루
125,신선양파,2021-02-05,중국,중국
126,파인애플,2021-02-05,필리핀,필리핀
127,파인애플,2021-02-05,필리핀,필리핀
128,옥수수,2021-02-05,호주,호주
129,망고,2021-02-05,페루,페루
130,커피원두,2021-02-05,탄자니아,탄자니아
131,콩나물콩,2021-02-05,미국,미국
132,망고,2021-02-05,태국,태국
133,신선마늘쫑,2021-02-05,중국,중국
134,양상추,2021-02-05,대만,대만
135,아스파라거스 (7KG),2021-02-05,태국,태국
136,레몬그라스,2021-02-05,태국,태국
137,망고,2021-02-05,태국,태국
138,커피생두,2021-02-05,르완다,르완다
139,커피생두,2021-02-05,에티오피아,에티오피아
140,커피생두,2021-02-05,브라질,브라질
141,커피생두,2021-02-05,콜롬비아,콜롬비아
142,샬롯,2021-02-05,베트남,베트남
143,체리,2021-02-05,칠레,칠레
144,결명자,2021-02-05,중국,중국
145,깐도라지 (2KG),2021-02-05,중국,중국
146,망고,2021-02-05,페루,페루
147,커피생두,2021-02-05,브라질,브라질
148,콜롬비아  커피원두,2021-02-05,콜롬비아,콜롬비아
149,강낭콩,2021-02-05,중국,중국
150,커피원두,2021-02-05,에티오피아,에티오피아
151,알땅콩,2021-02-05,중국,중국
152,신선당근,2021-02-05,중국,중국
153,커피 생두,2021-02-05,브라질,브라질
154,바나나,2021-02-05,필리핀,필리핀
155,바나나,2021-02-05,필리핀,필리핀
156,커피 생두,2021-02-05,베트남,베트남
157,커피생두,2021-02-05,미국,미국
158,감초,2021-02-05,중국,중국
159,상심자,2021-02-05,파키스탄,파키스탄
160,커피원두,2021-02-05,탄자니아,탄자니아
161,온두라스커피원두,2021-02-05,온두라스,온두라스
162,냉동대파 50mm,2021-02-05,중국,중국
163,적강낭콩,2021-02-05,미국,미국
164,냉동 시금치,2021-02-05,중국,중국
165,통계피,2021-02-05,베트남,베트남
166,냉동 연근,2021-02-05,중국,중국
167,냉동 단호박,2021-02-05,중국,중국
168,냉동대파,2021-02-05,중국,중국
169,냉동알밤,2021-02-05,중국,중국
170,냉동고추,2021-02-05,중국,중국
171,냉동대파,2021-02-05,중국,중국
172,냉동 청피망,2021-02-05,중국,중국
173,냉동단호박,2021-02-05,중국,중국
174,도토리,2021-02-05,중국,중국
175,냉동양파,2021-02-05,중국,중국
176,냉동피망,2021-02-05,중국,중국
177,냉동 양파,2021-02-05,중국,중국
178,냉동마늘,2021-02-05,중국,중국
179,냉동 청양고추,2021-02-05,중국,중국
180,냉동딸기,2021-02-05,중국,중국
181,냉동새송이버섯,2021-02-05,중국,중국
182,냉동 근대,2021-02-05,중국,중국
183,냉동대파,2021-02-05,중국,중국
184,냉동아욱,2021-02-05,중국,중국
185,냉동단호박,2021-02-05,중국,중국
186,냉동표고버섯,2021-02-05,중국,중국
187,냉동연근,2021-02-05,중국,중국
188,냉동 양파,2021-02-05,중국,중국
189,라지 월넛,2021-02-05,미국,미국
190,대추야자,2021-02-05,아랍에미리트,아랍에미리트
191,캐슈넛,2021-02-05,베트남,베트남
192,냉동 마늘,2021-02-05,중국,중국
193,망고,2021-02-05,베트남,베트남
194,대두,2021-02-05,캐나다,캐나다
195,신선양파,2021-02-05,중국,중국
196,대두,2021-02-05,미국,미국
197,해바라기씨,2021-02-05,불가리아,불가리아
198,바나나,2021-02-05,필리핀,필리핀
199,신선더덕,2021-02-05,중국,중국
200,냉동홍고추,2021-02-05,중국,중국
201,커피원두,2021-02-05,탄자니아,탄자니아
202,커피원두(생두)  60KG,2021-02-05,에티오피아,일본
203,커피원두(생두),2021-02-05,브라질,일본
204,커피원두(생두),2021-02-05,콜롬비아,일본
205,두리안,2021-02-05,태국,태국
206,깐도라지,2021-02-05,중국,중국
207,깐도라지,2021-02-05,중국,중국
208,깐도라지,2021-02-05,중국,중국
209,깐도라지,2021-02-05,중국,중국
210,깐도라지,2021-02-05,중국,중국
211,표고버섯,2021-02-05,중국,중국
212,건생강,2021-02-05,중국,중국
213,활개구리,2021-02-05,중국,중국
214,레몬그라스,2021-02-05,베트남,베트남
215,도토리,2021-02-05,중국,중국
216,표고버섯,2021-02-05,중국,중국
217,신선양파,2021-02-05,중국,중국
218,깐도라지 (1kg),2021-02-05,중국,중국
219,신선 양상추,2021-02-05,대만,대만
220,양상추,2021-02-05,대만,대만
221,대두,2021-02-05,러시아,러시아
222,배암차즈기(곰보배추),2021-02-05,중국,중국
223,커클랜드 시그니춰 블루베리,2021-02-05,칠레,칠레
224,냉동부추,2021-02-05,중국,중국
225,냉동부추,2021-02-05,중국,중국
