,제품명(한글),수입일자,제조국,수출국
2296,"파인애플(12KG,2021.01.13)",2021-01-26,필리핀,필리핀
2297,"바나나(13KG,2021.01.11)",2021-01-26,필리핀,필리핀
2298,"바나나(13KG,2021.01.11)",2021-01-26,필리핀,필리핀
2299,스타아니스,2021-01-26,베트남,베트남
2300,체리,2021-01-26,칠레,칠레
2301,체리,2021-01-26,칠레,칠레
2302,신선우엉,2021-01-26,중국,중국
2303,백후추,2021-01-26,베트남,베트남
2304,포도,2021-01-26,칠레,칠레
2305,양파,2021-01-26,중국,중국
2306,아스파라거스,2021-01-26,페루,페루
2307,체리,2021-01-26,뉴질랜드,뉴질랜드
2308,망고,2021-01-26,페루,페루
2309,체리,2021-01-26,칠레,칠레
2310,건라임잎,2021-01-26,태국,태국
2311,레몬그래스,2021-01-26,태국,태국
2312,샬롯,2021-01-26,태국,태국
2313,아스파라거스,2021-01-26,태국,태국
2314,망고,2021-01-26,태국,태국
2315,애플망고,2021-01-26,페루,페루
2316,바나나 꽃,2021-01-26,태국,태국
2317,망고,2021-01-26,베트남,베트남
2318,타마린드,2021-01-26,태국,태국
2319,신선 갈랑갈,2021-01-26,태국,태국
2320,마늘쫑,2021-01-26,중국,중국
2321,깐도라지,2021-01-26,중국,중국
2322,신선양파,2021-01-26,중국,중국
2323,체리,2021-01-26,칠레,칠레
2324,포도,2021-01-26,페루,페루
2325,"양파/신선,냉장",2021-01-26,중국,중국
2326,깐도라지,2021-01-26,중국,중국
2327,신선 양상추,2021-01-26,중국,중국
2328,지황,2021-01-26,중국,중국
2329,신선양파,2021-01-26,중국,중국
2330,망고,2021-01-26,태국,태국
2331,신선당근,2021-01-26,중국,중국
2332,아스파라거스,2021-01-26,태국,태국
2333,아스파라거스,2021-01-26,페루,페루
2334,아스파라거스,2021-01-26,태국,태국
2335,아스파라거스,2021-01-26,태국,태국
2336,냉동홍고추,2021-01-26,중국,중국
2337,냉동홍고추,2021-01-26,중국,중국
2338,호두,2021-01-26,미국,미국
2339,아몬드,2021-01-26,미국,미국
2340,포도,2021-01-26,칠레,칠레
2341,산사나무(산사),2021-01-26,중국,중국
2342,건목이버섯,2021-01-26,중국,중국
2343,신선대파,2021-01-26,중국,중국
2344,신선양파,2021-01-26,중국,중국
2345,신선당근,2021-01-26,중국,중국
2346,천궁,2021-01-26,중국,중국
2347,건조도라지,2021-01-26,중국,중국
2348,냉동홍고추,2021-01-26,중국,중국
2349,석류,2021-01-26,미국,미국
2350,해바라기씨,2021-01-26,미국,미국
2351,신선양파,2021-01-26,중국,중국
2352,망고,2021-01-26,태국,태국
2353,망고,2021-01-26,태국,태국
2354,망고,2021-01-26,태국,태국
2355,이집트콩,2021-01-26,캐나다,캐나다
2356,"용과(RED, 3KG)",2021-01-26,베트남,베트남
2357,"바나나(13KG,2021.01.04)",2021-01-26,필리핀,필리핀
2358,"용과(WHITE, 5KG)",2021-01-26,베트남,베트남
2359,해바라기씨,2021-01-26,미국,미국
2360,"바나나(13KG,2021.01.11)",2021-01-26,필리핀,필리핀
2361,신선우엉,2021-01-26,중국,중국
2362,"바나나(13KG,2021.01.11)",2021-01-26,필리핀,필리핀
2363,"바나나(13KG,2021.01.04)",2021-01-26,필리핀,필리핀
2364,커피생두,2021-01-26,케냐,케냐
2365,커피원두,2021-01-26,탄자니아,탄자니아
2366,"양상추(잎,신선)",2021-01-26,중국,중국
2367,신선양상추,2021-01-26,중국,중국
2368,신선양파,2021-01-26,중국,중국
2369,신선당근,2021-01-26,중국,중국
2370,양상추,2021-01-26,중국,중국
2371,체리,2021-01-26,칠레,칠레
2372,커피원두,2021-01-26,콜롬비아,콜롬비아
2373,블루베리,2021-01-26,칠레,칠레
2374,레몬,2021-01-26,미국,미국
2375,포도,2021-01-26,칠레,칠레
2376,블루베리,2021-01-26,칠레,칠레
2377,커피생두,2021-01-26,콜롬비아,콜롬비아
2378,블루베리,2021-01-26,칠레,칠레
2379,라디치오,2021-01-26,미국,미국
2380,"바나나(13KG,2021.01.04)",2021-01-26,필리핀,필리핀
2381,냉동대파,2021-01-26,중국,중국
2382,코코넛,2021-01-26,베트남,베트남
2383,블루베리 125G,2021-01-26,칠레,칠레
2384,커피생두,2021-01-26,콜롬비아,콜롬비아
2385,커피원두,2021-01-26,에티오피아,에티오피아
2386,아스파라거스(5KG),2021-01-26,페루,페루
2387,깐더덕,2021-01-26,중국,중국
2388,깐도라지,2021-01-26,중국,중국
2389,깐도라지,2021-01-26,중국,중국
2390,깐도라지,2021-01-26,중국,중국
2391,신선우엉,2021-01-26,중국,중국
2392,깐도라지,2021-01-26,중국,중국
2393,깐도라지,2021-01-26,중국,중국
2394,신선양파,2021-01-26,중국,중국
2395,깐도라지,2021-01-26,중국,중국
2396,신선깐도라지,2021-01-26,중국,중국
2397,마늘쫑(8KG),2021-01-26,중국,중국
2398,신선깐도라지,2021-01-26,중국,중국
2399,신선깐도라지,2021-01-26,중국,중국
2400,깐도라지,2021-01-26,중국,중국
2401,깐우엉,2021-01-26,중국,중국
2402,깐도라지,2021-01-26,중국,중국
2403,신선당근,2021-01-26,중국,중국
2404,깐도라지,2021-01-26,중국,중국
2405,깐도라지,2021-01-26,중국,중국
2406,깐더덕,2021-01-26,중국,중국
2407,깐도라지,2021-01-26,중국,중국
2408,레몬그라스,2021-01-26,베트남,베트남
2409,야자열매,2021-01-26,베트남,베트남
2410,깐도라지,2021-01-26,중국,중국
2411,깐도라지,2021-01-26,중국,중국
2412,신선 표고버섯(2020년),2021-01-26,중국,중국
2413,냉동송이버섯,2021-01-26,중국,중국
2414,신선 단호박,2021-01-26,뉴질랜드,뉴질랜드
2415,페루커피원두,2021-01-26,페루,페루
2416,페루커피원두,2021-01-26,페루,페루
2417,신선우엉,2021-01-26,중국,중국
2418,브라질 커피빈,2021-01-26,브라질,브라질
2419,신선당근,2021-01-26,중국,중국
2420,기장,2021-01-26,러시아,러시아
2421,"망고(열매,신선)",2021-01-26,태국,태국
2422,망고,2021-01-26,태국,태국
2423,쿨란트로,2021-01-26,미얀마,미얀마
2424,신선양파,2021-01-26,중국,중국
2425,신선양파,2021-01-26,중국,중국
2426,겨자씨,2021-01-26,캐나다,캐나다
2427,레몬,2021-01-26,미국,미국
2428,커피생두,2021-01-26,브라질,브라질
2429,커피원두,2021-01-26,브라질,브라질
2430,커피원두,2021-01-26,코스타리카,코스타리카
2431,커피생두,2021-01-26,콜롬비아,콜롬비아
2432,양상추,2021-01-26,중국,중국
2433,호라산 밀,2021-01-26,캐나다,캐나다
2434,커피생두,2021-01-26,에티오피아,에티오피아
2435,터머릭 홀,2021-01-26,인도,인도
2436,양배추,2021-01-26,중국,중국
2437,신선양파,2021-01-26,중국,중국
2438,양송이버섯,2021-01-26,중국,중국
2439,깐우엉,2021-01-26,중국,중국
2440,깐도라지 (2KG),2021-01-26,중국,중국
2441,망고,2021-01-26,태국,태국
2442,망고,2021-01-26,태국,태국
2443,신선우엉,2021-01-26,중국,중국
2444,망고,2021-01-26,태국,태국
2445,깐도라지,2021-01-26,중국,중국
2446,깐도라지,2021-01-26,중국,중국
2447,깐도라지,2021-01-26,중국,중국
2448,신선당근,2021-01-26,중국,중국
2449,신선양파,2021-01-26,중국,중국
2450,늘푸른대파,2021-01-26,중국,중국
2451,신선양파,2021-01-26,중국,중국
2452,신선브로콜리,2021-01-26,중국,중국
2453,신선깐양파,2021-01-26,중국,중국
2454,신선양파,2021-01-26,중국,중국
2455,커피생두,2021-01-26,브라질,브라질
2456,레몬,2021-01-26,미국,미국
2457,깐도라지,2021-01-26,중국,중국
2458,깐우엉,2021-01-26,중국,중국
2459,브로콜리,2021-01-26,중국,중국
2460,신선도라지,2021-01-26,중국,중국
2461,커피 생두,2021-01-26,콜롬비아,콜롬비아
2462,바나나,2021-01-26,에콰도르,에콰도르
2463,바나나,2021-01-26,에콰도르,에콰도르
2464,바나나,2021-01-26,에콰도르,에콰도르
2465,바나나,2021-01-26,에콰도르,에콰도르
2466,바나나,2021-01-26,베트남,베트남
2467,바나나,2021-01-26,필리핀,필리핀
2468,무말랭이-10KG,2021-01-26,중국,중국
2469,양배추,2021-01-26,중국,중국
2470,신선우엉,2021-01-26,중국,중국
2471,고추씨,2021-01-26,중국,중국
2472,커피원두,2021-01-26,베트남,베트남
2473,레몬그라스,2021-01-26,베트남,베트남
2474,갈랑가,2021-01-26,베트남,베트남
2475,신선당근,2021-01-26,중국,중국
2476,신선표고버섯,2021-01-26,중국,중국
2477,깐도라지,2021-01-26,중국,중국
2478,커클랜드 시그니춰 월넛,2021-01-26,미국,미국
2479,옥수수,2021-01-26,미국,미국
2480,냉동 부추,2021-01-26,중국,중국
