,제품명(한글),수입일자,제조국,수출국
6883,건무화과,2020-12-30,이란,이란
6884,건조능이버섯,2020-12-30,키르기스스탄,키르기스스탄
6885,당근,2020-12-30,중국,중국
6886,신선당근,2020-12-30,중국,중국
6887,냉동홍고추,2020-12-30,중국,중국
6888,냉동홍고추,2020-12-30,중국,중국
6889,냉동홍고추,2020-12-30,중국,중국
6890,냉동홍고추,2020-12-30,중국,중국
6891,냉동고추,2020-12-30,중국,중국
6892,냉동홍고추,2020-12-30,중국,중국
6893,냉동편마늘,2020-12-30,중국,중국
6894,냉동마늘,2020-12-30,중국,중국
6895,냉동고추,2020-12-30,중국,중국
6896,천궁,2020-12-30,중국,중국
6897,당귀/15KG,2020-12-30,중국,중국
6898,건생강,2020-12-30,중국,중국
6899,조,2020-12-30,중국,중국
6900,신선 표고버섯,2020-12-30,중국,중국
6901,유기농바나나,2020-12-30,페루,페루
6902,유기농바나나,2020-12-30,페루,페루
6903,은행,2020-12-30,중국,중국
6904,도라지,2020-12-30,중국,중국
6905,백목이,2020-12-30,중국,중국
6906,냉동 양배추,2020-12-30,중국,중국
6907,스완 에일,2020-12-30,네덜란드,네덜란드
6908,이집트콩,2020-12-30,캐나다,캐나다
6909,냉동 단호박,2020-12-30,중국,중국
6910,냉동컬리플라워,2020-12-30,중국,중국
6911,간편뚝딱 냉동 청양고추,2020-12-30,베트남,베트남
6912,고추씨,2020-12-30,중국,중국
6913,건청파,2020-12-30,중국,중국
6914,건파,2020-12-30,중국,중국
6915,냉동부추,2020-12-30,중국,중국
6916,건 파 3호,2020-12-30,중국,중국
6917,냉동배추,2020-12-30,중국,중국
6918,냉동 와일드 블루베리,2020-12-30,미국,미국
6919,냉동마늘,2020-12-30,중국,중국
6920,커피 생두,2020-12-30,브라질,브라질
6921,여주,2020-12-30,베트남,베트남
6922,호박고지,2020-12-30,중국,중국
6923,냉동마늘,2020-12-30,중국,중국
6924,바닐라빈,2020-12-30,마다가스카르,마다가스카르
6925,도토리,2020-12-30,중국,중국
6926,냉동 블루베리,2020-12-30,미국,미국
6927,냉동피망,2020-12-30,중국,중국
6928,냉동 단호박,2020-12-30,중국,중국
6929,냉동 라임,2020-12-30,베트남,베트남
6930,아몬드,2020-12-30,미국,미국
6931,아몬드,2020-12-30,미국,미국
6932,목이버섯 (1kg*10),2020-12-30,중국,중국
6933,도토리,2020-12-30,중국,중국
6934,냉동알마늘,2020-12-30,중국,중국
6935,호두,2020-12-30,미국,미국
6936,호두,2020-12-30,미국,미국
6937,탈각호두,2020-12-30,미국,미국
6938,호두,2020-12-30,미국,미국
6939,호두,2020-12-30,미국,미국
6940,호두,2020-12-30,미국,미국
6941,냉동대파,2020-12-30,중국,중국
6942,호두,2020-12-30,미국,미국
6943,냉동당근,2020-12-30,중국,중국
6944,냉동블루베리,2020-12-30,칠레,칠레
6945,아몬드,2020-12-30,미국,미국
6946,냉동 시금치,2020-12-30,중국,중국
6947,냉동 패션후르츠,2020-12-30,베트남,베트남
6948,헤이즐넛,2020-12-30,터키,터키
6949,냉동 단호박,2020-12-30,중국,중국
6950,아몬드,2020-12-30,미국,미국
