,제품명(한글),수입일자,제조국,수출국
3640,커피원두,2021-01-19,탄자니아,탄자니아
3641,갈화,2021-01-19,중국,중국
3642,신선당근,2021-01-19,중국,중국
3643,건피마자잎,2021-01-19,중국,중국
3644,건취나물,2021-01-19,중국,중국
3645,건다래순,2021-01-19,중국,중국
3646,콩나물콩,2021-01-19,중국,중국
3647,참깨,2021-01-19,중국,중국
3648,아스파라거스,2021-01-19,페루,페루
3649,신선생강,2021-01-19,중국,중국
3650,샬롯,2021-01-19,중국,중국
3651,신선생강,2021-01-19,중국,중국
3652,하수오,2021-01-19,중국,중국
3653,대두,2021-01-19,미국,미국
3654,현미(단립종 혼합),2021-01-19,중국,중국
3655,바실,2021-01-19,태국,태국
3656,레몬그라스,2021-01-19,베트남,베트남
3657,냉동홍고추,2021-01-19,중국,중국
3658,커피원두(생두),2021-01-19,과테말라,일본
3659,커피원두(생두),2021-01-19,콜롬비아,일본
3660,커피원두(생두),2021-01-19,에티오피아,일본
3661,커피원두(생두),2021-01-19,과테말라,일본
3662,커피원두(생두),2021-01-19,에티오피아,일본
3663,호두,2021-01-19,미국,미국
3664,자몽,2021-01-19,미국,미국
3665,완두콩,2021-01-19,미국,캐나다
3666,알땅콩,2021-01-19,중국,중국
3667,커피원두,2021-01-19,브라질,브라질
3668,알땅콩,2021-01-19,중국,중국
3669,깐더덕,2021-01-19,중국,중국
3670,엔다이브,2021-01-19,벨기에,벨기에
3671,프리제(FRISEE),2021-01-19,스페인,벨기에
3672,아티초크,2021-01-19,스페인,벨기에
3673,레드 엔다이브,2021-01-19,네덜란드,벨기에
3674,펜넬,2021-01-19,스페인,벨기에
3675,건조 양파,2021-01-19,중국,중국
3676,신선깐양파,2021-01-19,중국,중국
3677,냉동홍고추,2021-01-19,중국,중국
3678,냉동홍고추,2021-01-19,중국,중국
3679,냉동고추,2021-01-19,중국,중국
3680,냉동 홍고추,2021-01-19,중국,중국
3681,커피원두,2021-01-19,탄자니아,탄자니아
3682,현미(중립종 혼합),2021-01-19,미국,미국
3683,커피원두,2021-01-19,페루,페루
3684,무청,2021-01-19,중국,중국
3685,큐민,2021-01-19,터키,터키
3686,아몬드,2021-01-19,미국,미국
3687,커피생두,2021-01-19,브라질,브라질
3688,커피원두,2021-01-19,에티오피아,에티오피아
3689,커피원두,2021-01-19,에티오피아,에티오피아
3690,아몬드,2021-01-19,팔레스타인,팔레스타인
3691,체리,2021-01-19,칠레,칠레
3692,페르시안라임,2021-01-19,멕시코,멕시코
3693,호두,2021-01-19,미국,미국
3694,냉동 홍고추,2021-01-19,중국,중국
3695,커피원두,2021-01-19,베트남,베트남
3696,냉동편마늘,2021-01-19,중국,중국
3697,커피원두,2021-01-19,브라질,브라질
3698,유기농바나나,2021-01-19,페루,페루
3699,신선양배추,2021-01-19,중국,중국
3700,양배추,2021-01-19,중국,중국
3701,알땅콩,2021-01-19,중국,중국
3702,커피원두(50KG),2021-01-19,인도,인도
3703,녹두,2021-01-19,중국,중국
3704,건대파,2021-01-19,중국,중국
3705,카다몸,2021-01-19,방글라데시,방글라데시
3706,백작약/18KG,2021-01-19,중국,중국
3707,적맥,2021-01-19,캐나다,캐나다
3708,백맥,2021-01-19,미국,미국
3709,적맥(HRW),2021-01-19,미국,미국
3710,적맥,2021-01-19,미국,미국
3711,백맥,2021-01-19,미국,미국
3712,밀,2021-01-19,미국,미국
3713,밀,2021-01-19,미국,미국
3714,냉동고추,2021-01-19,중국,중국
3715,냉동마늘,2021-01-19,중국,중국
3716,신선양파,2021-01-19,중국,중국
3717,파인애플(12KG),2021-01-19,필리핀,필리핀
3718,콩나물콩,2021-01-19,미국,미국
3719,포도,2021-01-19,페루,페루
3720,검정참깨,2021-01-19,중국,중국
3721,탈피참깨,2021-01-19,중국,중국
3722,커피원두,2021-01-19,브라질,브라질
3723,옥수수,2021-01-19,브라질,브라질
3724,페페로치노 홀,2021-01-19,짐바브웨,프랑스
3725,건파,2021-01-19,중국,중국
3726,건파,2021-01-19,중국,중국
3727,냉동 산딸기 메커,2021-01-19,세르비아,프랑스
3728,도토리,2021-01-19,중국,중국
3729,냉동부추,2021-01-19,중국,중국
3730,병아리콩,2021-01-19,캐나다,캐나다
3731,냉동송이버섯,2021-01-19,중국,중국
3732,냉동양파,2021-01-19,중국,중국
3733,커클랜드 시그니춰 스트로베리     (#692290),2021-01-19,미국,미국
3734,냉동 마늘,2021-01-19,중국,중국
3735,냉동 컬리플라워,2021-01-19,중국,중국
3736,냉동 무청시래기,2021-01-19,중국,중국
3737,맥아,2021-01-19,독일,독일
3738,냉동 대파,2021-01-19,중국,중국
3739,냉동 대파,2021-01-19,중국,중국
3740,냉동대파,2021-01-19,중국,중국
3741,아몬드,2021-01-19,미국,미국
3742,냉동 당근,2021-01-19,중국,중국
3743,아몬드,2021-01-19,미국,미국
3744,냉동모시풀,2021-01-19,베트남,베트남
3745,냉동피망,2021-01-19,중국,중국
3746,냉동홍피망,2021-01-19,중국,중국
3747,도토리,2021-01-19,중국,중국
3748,캐슈,2021-01-19,베트남,베트남
3749,바닐라빈,2021-01-19,프랑스,프랑스
3750,냉동양파,2021-01-19,중국,중국
3751,냉동 브로컬리,2021-01-19,중국,중국
3752,냉동대파,2021-01-19,중국,중국
3753,냉동홀밤,2021-01-19,중국,중국
3754,냉동양파,2021-01-19,중국,중국
3755,태극삼,2021-01-19,대한민국,중국
