,제품명(한글),수입일자,제조국,수출국
6296,타임,2021-01-04,이스라엘,이스라엘
6297,레드 엔다이브,2021-01-04,네덜란드,벨기에
6298,아보카도,2021-01-04,칠레,칠레
6299,체리,2021-01-04,뉴질랜드,뉴질랜드
6300,체리,2021-01-04,칠레,칠레
6301,망고,2021-01-04,페루,페루
6302,석류,2021-01-04,미국,미국
6303,석류,2021-01-04,미국,미국
6304,석류,2021-01-04,미국,미국
6305,오렌지,2021-01-04,미국,미국
6306,오렌지,2021-01-04,미국,미국
6307,오렌지,2021-01-04,미국,미국
6308,양배추,2021-01-04,중국,중국
6309,망고 6kg,2021-01-04,필리핀,필리핀
6310,하이비 아스파라거스 (5KG),2021-01-04,태국,태국
6311,레몬,2021-01-04,미국,미국
6312,신선 표고버섯,2021-01-04,중국,중국
6313,신선 표고버섯,2021-01-04,중국,중국
6314,포도,2021-01-04,미국,미국
6315,당근,2021-01-04,중국,중국
6316,신선 브로콜리,2021-01-04,중국,중국
6317,콩나물콩,2021-01-04,미국,미국
6318,자몽,2021-01-04,미국,미국
6319,메로골드,2021-01-04,미국,미국
6320,석류,2021-01-04,미국,미국
6321,마카다미아,2021-01-04,호주,호주
6322,포도,2021-01-04,미국,미국
6323,"멜로골드(열매,신선)",2021-01-04,미국,미국
6324,신선당근,2021-01-04,중국,중국
6325,신선당근,2021-01-04,중국,중국
6326,신선당근,2021-01-04,중국,중국
6327,신선양파,2021-01-04,중국,중국
6328,신선양배추,2021-01-04,중국,중국
6329,체리,2021-01-04,칠레,칠레
6330,피칸,2021-01-04,미국,미국
6331,단호박  600KG,2021-01-04,통가,뉴질랜드
6332,석류,2021-01-04,미국,미국
6333,체리,2021-01-04,칠레,칠레
6334,메로골드,2021-01-04,미국,미국
6335,체리,2021-01-04,칠레,칠레
6336,체리,2021-01-04,칠레,칠레
6337,메로골드,2021-01-04,미국,미국
6338,커피생두,2021-01-04,브라질,브라질
6339,바나나,2021-01-04,에콰도르,에콰도르
6340,석류,2021-01-04,미국,미국
6341,석류,2021-01-04,미국,미국
6342,커피원두,2021-01-04,브라질,브라질
6343,자몽,2021-01-04,미국,미국
6344,자몽,2021-01-04,미국,미국
6345,석류,2021-01-04,미국,미국
6346,바나나,2021-01-04,필리핀,필리핀
6347,바나나,2021-01-04,에콰도르,에콰도르
6348,석류,2021-01-04,미국,미국
6349,석류,2021-01-04,미국,미국
6350,석류,2021-01-04,미국,미국
6351,포도,2021-01-04,페루,페루
6352,바나나,2021-01-04,필리핀,필리핀
6353,바나나,2021-01-04,필리핀,필리핀
6354,바나나,2021-01-04,필리핀,필리핀
6355,파인애플,2021-01-04,필리핀,필리핀
6356,깐도라지,2021-01-04,중국,중국
6357,신선더덕,2021-01-04,중국,중국
6358,커피원두,2021-01-04,브라질,브라질
6359,냉동고추냉이(줄기),2021-01-04,인도네시아,일본
6360,냉동고추냉이(뿌리),2021-01-04,인도네시아,일본
6361,양파,2021-01-04,중국,중국
6362,아스파라거스,2021-01-04,멕시코,미국
6363,포도,2021-01-04,미국,미국
6364,석류,2021-01-04,미국,미국
6365,석류,2021-01-04,미국,미국
6366,냉동홍고추,2021-01-04,중국,중국
6367,코코넛,2021-01-04,베트남,베트남
6368,타피오카 칩,2021-01-04,베트남,베트남
6369,캐슈넛,2021-01-04,베트남,베트남
6370,신선우엉,2021-01-04,중국,중국
6371,맥아,2021-01-04,호주,호주
6372,인도 커피원두,2021-01-04,인도,인도
6373,바나나,2021-01-04,에콰도르,에콰도르
6374,브로콜리,2021-01-04,중국,중국
6375,신선당근,2021-01-04,중국,중국
6376,바나나,2021-01-04,에콰도르,에콰도르
6377,바나나,2021-01-04,에콰도르,에콰도르
6378,석류,2021-01-04,미국,미국
6379,석류,2021-01-04,미국,미국
6380,체리,2021-01-04,칠레,칠레
6381,자몽,2021-01-04,미국,미국
6382,브라질넛,2021-01-04,페루,페루
6383,체리,2021-01-04,칠레,칠레
6384,체리,2021-01-04,칠레,칠레
6385,체리,2021-01-04,칠레,칠레
6386,체리 (5KG),2021-01-04,칠레,칠레
6387,체리 (2.5KG),2021-01-04,칠레,칠레
6388,체리,2021-01-04,칠레,칠레
6389,"황기(뿌리,건조)",2021-01-04,중국,중국
6390,체리,2021-01-04,칠레,칠레
6391,체리,2021-01-04,칠레,칠레
6392,포도,2021-01-04,페루,페루
6393,포도,2021-01-04,페루,페루
6394,포도,2021-01-04,페루,페루
6395,포도,2021-01-04,페루,페루
6396,콩나물,2021-01-04,중국,중국
6397,콩나물,2021-01-04,중국,중국
6398,냉동홍고추,2021-01-04,중국,중국
6399,냉동홍고추,2021-01-04,중국,중국
6400,냉동고추,2021-01-04,중국,중국
6401,냉동홍고추,2021-01-04,중국,중국
6402,냉동홍고추,2021-01-04,중국,중국
6403,코코아빈,2021-01-04,에콰도르,에콰도르
6404,코코아빈,2021-01-04,에콰도르,에콰도르
6405,파인애플,2021-01-04,필리핀,필리핀
6406,냉동홍고추,2021-01-04,중국,중국
6407,유기농 히비스커스 (20kg),2021-01-04,라오스,라오스
6408,산수유,2021-01-04,중국,중국
6409,천궁,2021-01-04,중국,중국
6410,계피,2021-01-04,베트남,베트남
6411,팝콘,2021-01-04,미국,미국
6412,화이트 퀴노아,2021-01-04,미국,미국
6413,길경,2021-01-04,중국,중국
6414,천궁,2021-01-04,중국,중국
6415,블루베리(125G),2021-01-04,칠레,칠레
6416,오렌지,2021-01-04,미국,미국
6417,천궁,2021-01-04,중국,중국
6418,냉동고추,2021-01-04,중국,중국
6419,생알땅콩,2021-01-04,중국,중국
6420,건도토리,2021-01-04,중국,중국
6421,아몬드,2021-01-04,미국,미국
6422,냉동홍고추,2021-01-04,중국,중국
6423,대두,2021-01-04,미국,미국
6424,냉동고추,2021-01-04,베트남,베트남
6425,건고사리,2021-01-04,중국,중국
6426,호박씨,2021-01-04,중국,중국
6427,레몬,2021-01-04,미국,미국
6428,냉동홍고추,2021-01-04,중국,중국
6429,서리태,2021-01-04,중국,중국
6430,망고,2021-01-04,페루,페루
6431,바나나 꽃,2021-01-04,태국,태국
6432,망고,2021-01-04,페루,페루
6433,아스파라거스,2021-01-04,페루,페루
6434,신선핑거루트,2021-01-04,태국,태국
6435,신선 갈랑갈,2021-01-04,태국,태국
6436,레드 엔다이브,2021-01-04,네덜란드,벨기에
6437,엔다이브,2021-01-04,벨기에,벨기에
6438,바나나,2021-01-04,태국,태국
6439,샬롯,2021-01-04,태국,태국
6440,바나나 꽃,2021-01-04,태국,태국
6441,프리제(FRISEE),2021-01-04,스페인,벨기에
6442,레몬그래스,2021-01-04,태국,태국
6443,방울다다기 양배추,2021-01-04,벨기에,벨기에
6444,망고,2021-01-04,페루,페루
6445,깐양대,2021-01-04,중국,중국
6446,캐슈넛,2021-01-04,베트남,베트남
6447,포도 (8.6KG),2021-01-04,미국,미국
6448,목이버섯,2021-01-04,베트남,베트남
6449,율무,2021-01-04,중국,중국
6450,블루베리,2021-01-04,칠레,칠레
6451,신선양배추,2021-01-04,중국,중국
6452,신선양배추,2021-01-04,중국,중국
6453,신선양배추,2021-01-04,중국,중국
6454,레몬그래스,2021-01-04,태국,태국
6455,샬롯,2021-01-04,태국,태국
6456,냉동깐밤,2021-01-04,중국,중국
6457,냉동대파 50mm,2021-01-04,중국,중국
6458,냉동 양파,2021-01-04,중국,중국
6459,냉동당근,2021-01-04,중국,중국
6460,냉동대파,2021-01-04,중국,중국
6461,잘게 썬 건조호박,2021-01-04,중국,중국
6462,냉동당근(15mm),2021-01-04,중국,중국
6463,냉동 냉이,2021-01-04,중국,중국
6464,냉동 그린빈,2021-01-04,중국,중국
6465,냉동복숭아(백도),2021-01-04,중국,중국
6466,냉동얼갈이,2021-01-04,중국,중국
6467,냉동딸기,2021-01-04,칠레,칠레
6468,냉동마늘,2021-01-04,중국,중국
6469,커피원두(생두)25KG,2021-01-04,예멘,예멘
6470,캐슈넛,2021-01-04,베트남,베트남
6471,땅콩,2021-01-04,중국,중국
6472,건표고버섯(홀),2021-01-04,중국,중국
6473,냉동 마늘편,2021-01-04,중국,중국
6474,냉동연근,2021-01-04,중국,중국
6475,냉동당근,2021-01-04,중국,중국
6476,핑거밀렛,2021-01-04,네팔,네팔
6477,냉동브로콜리,2021-01-04,중국,중국
6478,아몬드,2021-01-04,미국,미국
6479,피칸,2021-01-04,미국,미국
6480,"무화과(열매,건조)",2021-01-04,터키,터키
6481,해바라기씨,2021-01-04,미국,미국
6482,피스타치오,2021-01-04,미국,미국
6483,아몬드,2021-01-04,미국,미국
6484,냉동블루베리,2021-01-04,칠레,칠레
6485,호두,2021-01-04,미국,미국
6486,목이버섯,2021-01-04,베트남,베트남
6487,아몬드,2021-01-04,미국,미국
6488,냉동초고버섯,2021-01-04,베트남,베트남
6489,냉동마늘(1KG),2021-01-04,중국,중국
6490,냉동 양파,2021-01-04,중국,중국
6491,아몬드,2021-01-04,미국,미국
6492,옥수수,2021-01-04,미국,미국
6493,건표고버섯갓6호,2021-01-04,중국,중국
6494,아몬드,2021-01-04,미국,미국
6495,냉동부추,2021-01-04,중국,중국
6496,아몬드,2021-01-04,미국,미국
6497,석류,2021-01-04,미국,미국
6498,유기농 바나나,2021-01-04,페루,페루
6499,유기농 바나나,2021-01-04,페루,페루
6500,유기농 바나나,2021-01-04,페루,페루
6501,냉동홍고추,2021-01-04,중국,중국
6502,커피 생두,2021-01-04,브라질,싱가포르
6503,냉동홍고추,2021-01-04,중국,중국
6504,포도,2021-01-04,페루,페루
6505,녹용,2021-01-04,러시아,러시아
6506,블루베리,2021-01-04,칠레,칠레
6507,아몬드,2021-01-04,미국,미국
6508,커피 생두,2021-01-04,콜롬비아,싱가포르
6509,아스파라거스,2021-01-04,에콰도르,미국
6510,호박씨,2021-01-04,중국,중국
6511,아몬드,2021-01-04,미국,미국
6512,천궁,2021-01-04,중국,중국
6513,천궁,2021-01-04,중국,중국
6514,옥수수,2021-01-04,호주,호주
6515,오렌지,2021-01-04,미국,미국
6516,산약 21KG,2021-01-04,중국,중국
6517,커피원두,2021-01-04,콜롬비아,콜롬비아
6518,블루베리,2021-01-04,칠레,칠레
6519,바나나,2021-01-04,콜롬비아,콜롬비아
