,제품명(한글),수입일자,제조국,수출국
5538,아스파라거스,2021-01-07,페루,페루
5539,핑거루트,2021-01-07,태국,태국
5540,방울다다기 양배추,2021-01-07,벨기에,벨기에
5541,앤다이브(프리셰),2021-01-07,스페인,벨기에
5542,체리,2021-01-07,칠레,칠레
5543,체리,2021-01-07,칠레,칠레
5544,피스타치오,2021-01-07,미국,미국
5545,냉동홍고추,2021-01-07,중국,중국
5546,냉동편마늘,2021-01-07,중국,중국
5547,냉동홍고추,2021-01-07,중국,중국
5548,냉동홍고추,2021-01-07,중국,중국
5549,냉동홍고추,2021-01-07,중국,중국
5550,신선당근,2021-01-07,중국,중국
5551,들깨,2021-01-07,중국,중국
5552,타임,2021-01-07,이스라엘,이스라엘
5553,건능이버섯,2021-01-07,중국,중국
5554,냉동홍고추,2021-01-07,중국,중국
5555,냉동홍고추,2021-01-07,베트남,베트남
5556,냉동고추,2021-01-07,중국,중국
5557,냉동홍고추,2021-01-07,중국,중국
5558,우슬/12KG,2021-01-07,중국,중국
5559,수수,2021-01-07,중국,중국
5560,바나나,2021-01-07,멕시코,멕시코
5561,체리,2021-01-07,칠레,칠레
5562,라임,2021-01-07,멕시코,멕시코
5563,호박씨,2021-01-07,중국,중국
5564,망고,2021-01-07,태국,태국
5565,망고,2021-01-07,태국,태국
5566,커피생두,2021-01-07,콜롬비아,콜롬비아
5567,망고,2021-01-07,태국,태국
5568,핑거루트,2021-01-07,태국,태국
5569,망고,2021-01-07,베트남,베트남
5570,냉동홍고추,2021-01-07,중국,중국
5571,커피원두,2021-01-07,과테말라,과테말라
5572,건조 카피르라임잎,2021-01-07,인도네시아,인도네시아
5573,아보카도,2021-01-07,멕시코,멕시코
5574,아스파라거스,2021-01-07,태국,태국
5575,신선당근,2021-01-07,중국,중국
5576,신선당근,2021-01-07,중국,중국
5577,신선대파,2021-01-07,중국,중국
5578,망고,2021-01-07,페루,페루
5579,포도,2021-01-07,페루,페루
5580,신선당근,2021-01-07,중국,중국
5581,신선당근,2021-01-07,중국,중국
5582,신선밤,2021-01-07,중국,중국
5583,신선 양배추,2021-01-07,중국,중국
5584,신선양배추,2021-01-07,중국,중국
5585,신선양상추,2021-01-07,중국,중국
5586,신선마늘쫑,2021-01-07,중국,중국
5587,신선양파,2021-01-07,중국,중국
5588,신선당근,2021-01-07,중국,중국
5589,신선양파,2021-01-07,중국,중국
5590,자몽,2021-01-07,이스라엘,이스라엘
5591,망고,2021-01-07,페루,페루
5592,망고,2021-01-07,페루,페루
5593,커피생두,2021-01-07,과테말라,과테말라
5594,커피생두,2021-01-07,콜롬비아,독일
5595,망고,2021-01-07,페루,페루
5596,커피원두,2021-01-07,브라질,브라질
5597,블루베리,2021-01-07,칠레,칠레
5598,블루베리 (125g),2021-01-07,칠레,칠레
5599,망고,2021-01-07,페루,페루
5600,마늘쫑,2021-01-07,중국,중국
5601,망고,2021-01-07,페루,페루
5602,망고,2021-01-07,페루,페루
5603,망고,2021-01-07,페루,페루
5604,망고,2021-01-07,페루,페루
5605,망고,2021-01-07,페루,페루
5606,냉동홀밤,2021-01-07,중국,중국
5607,냉동밤다이스,2021-01-07,중국,중국
5608,냉동대파,2021-01-07,중국,중국
5609,마른줄기상추,2021-01-07,중국,중국
5610,냉동블루베리,2021-01-07,미국,미국
5611,커클랜드 시그니춰 블랙페퍼,2021-01-07,베트남,미국
5612,냉동표고버섯,2021-01-07,중국,중국
5613,냉동 컬리플라워,2021-01-07,중국,중국
5614,표고버섯슬라이스(10kg),2021-01-07,중국,중국
5615,냉동브로컬리,2021-01-07,중국,중국
5616,냉동단호박,2021-01-07,중국,중국
5617,냉동얼갈이배추,2021-01-07,중국,중국
5618,호두,2021-01-07,미국,미국
5619,말린 샬롯,2021-01-07,베트남,베트남
5620,냉동당근,2021-01-07,중국,중국
5621,냉동열무청,2021-01-07,중국,중국
5622,냉동열무청,2021-01-07,중국,중국
5623,호두,2021-01-07,미국,미국
5624,위트 몰트,2021-01-07,영국,영국
5625,뮤닉 몰트,2021-01-07,영국,영국
5626,파이니스트 페일 에일 골든 프로미스,2021-01-07,영국,영국
5627,엑스트라 페일 에일 몰트,2021-01-07,영국,영국
5628,파이니스트 페일 에일 마리스 오터,2021-01-07,영국,영국
5629,파이니스트 라거 몰트,2021-01-07,영국,영국
5630,엑스트라 페일 에일 몰트,2021-01-07,영국,영국
5631,해바라기씨,2021-01-07,미국,미국
5632,대추야자 1kg,2021-01-07,아랍에미리트,아랍에미리트
5633,하이비 아스파라거스 (5KG),2021-01-07,태국,태국
5634,레몬그라스,2021-01-07,태국,태국
5635,아스파라거스,2021-01-07,태국,태국
5636,콩나물콩,2021-01-07,미국,미국
5637,커피원두,2021-01-07,르완다,르완다
5638,아몬드,2021-01-07,미국,미국
5639,냉동고추,2021-01-07,중국,중국
5640,냉동 홍고추,2021-01-07,중국,중국
5641,호두,2021-01-07,미국,미국
5642,냉동홍고추,2021-01-07,중국,중국
5643,콜롬비아  커피원두,2021-01-07,콜롬비아,콜롬비아
5644,콜롬비아  커피원두,2021-01-07,콜롬비아,콜롬비아
5645,콜롬비아  커피원두,2021-01-07,콜롬비아,콜롬비아
5646,커피원두,2021-01-07,브라질,브라질
5647,콜롬비아  커피원두,2021-01-07,콜롬비아,콜롬비아
5648,콜롬비아  커피원두,2021-01-07,콜롬비아,콜롬비아
5649,커피원두,2021-01-07,케냐,독일
5650,송화분,2021-01-07,중국,중국
5651,산수유,2021-01-07,중국,중국
5652,당귀,2021-01-07,중국,중국
5653,커피원두,2021-01-07,에티오피아,독일
5654,신선부추,2021-01-07,중국,중국
5655,녹각(건조),2021-01-07,러시아,홍콩
5656,냉동홍고추,2021-01-07,중국,중국
5657,자몽,2021-01-07,이스라엘,이스라엘
5658,콩나물콩,2021-01-07,미국,미국
5659,레몬,2021-01-07,미국,미국
5660,라임,2021-01-07,멕시코,멕시코
5661,귀리,2021-01-07,캐나다,캐나다
5662,베스트 하이델베르그 몰트,2021-01-07,독일,네덜란드
5663,"마늘종(꽃줄기,신선)",2021-01-07,중국,중국
5664,망고,2021-01-07,태국,태국
5665,신선당근,2021-01-07,중국,중국
5666,샬롯,2021-01-07,중국,중국
5667,마른줄기상추,2021-01-07,중국,중국
5668,과테말라커피원두,2021-01-07,과테말라,과테말라
5669,냉동홍고추,2021-01-07,중국,중국
