,제품명(한글),수입일자,제조국,수출국
4429,냉동홍고추,2021-01-14,중국,중국
4430,신선당근,2021-01-14,중국,중국
4431,홍화자,2021-01-14,인도,인도
4432,냉동홍고추,2021-01-14,중국,중국
4433,냉동홍고추,2021-01-14,중국,중국
4434,여주,2021-01-14,중국,중국
4435,당귀/30KG,2021-01-14,중국,중국
4436,냉동홍고추,2021-01-14,중국,중국
4437,냉동홍고추,2021-01-14,중국,중국
4438,냉동홍고추,2021-01-14,베트남,베트남
4439,냉동마늘,2021-01-14,중국,중국
4440,방울다다기 양배추,2021-01-14,벨기에,벨기에
4441,망고,2021-01-14,페루,페루
4442,앤다이브(프리셰),2021-01-14,스페인,벨기에
4443,아스파라거스,2021-01-14,태국,태국
4444,신선부추,2021-01-14,중국,중국
4445,갈랑갈,2021-01-14,태국,태국
4446,레몬그라스,2021-01-14,태국,태국
4447,아스파라거스,2021-01-14,태국,태국
4448,레몬그라스,2021-01-14,태국,태국
4449,갈랑가,2021-01-14,태국,태국
4450,방울다다기 양배추,2021-01-14,벨기에,벨기에
4451,레몬그래스,2021-01-14,태국,태국
4452,망고,2021-01-14,페루,페루
4453,포도,2021-01-14,페루,페루
4454,포도,2021-01-14,페루,페루
4455,커피생두,2021-01-14,브라질,브라질
4456,건목이버섯,2021-01-14,중국,중국
4457,페르시안라임,2021-01-14,멕시코,멕시코
4458,아보카도,2021-01-14,멕시코,멕시코
4459,체리,2021-01-14,칠레,칠레
4460,작두콩,2021-01-14,인도네시아,인도네시아
4461,핑거루트,2021-01-14,태국,태국
4462,콜롬비아  커피원두,2021-01-14,콜롬비아,콜롬비아
4463,콜롬비아  커피원두,2021-01-14,콜롬비아,콜롬비아
4464,브라질 너트,2021-01-14,페루,페루
4465,오렌지,2021-01-14,미국,미국
4466,커피원두,2021-01-14,브라질,브라질
4467,망고,2021-01-14,베트남,베트남
4468,바닐라빈,2021-01-14,마다가스카르,마다가스카르
4469,"대두(씨앗,건조)콩나물콩",2021-01-14,미국,미국
4470,애플망고,2021-01-14,페루,페루
4471,포도,2021-01-14,페루,페루
4472,콩나물,2021-01-14,중국,중국
4473,신선 표고버섯,2021-01-14,중국,중국
4474,대두,2021-01-14,미국,미국
4475,유기농 호두,2021-01-14,미국,미국
4476,냉동고추,2021-01-14,중국,중국
4477,냉동고추,2021-01-14,중국,중국
4478,냉동홍고추,2021-01-14,중국,중국
4479,냉동홍고추,2021-01-14,중국,중국
4480,냉동 시금치,2021-01-14,중국,중국
4481,맥아,2021-01-14,영국,영국
4482,냉동 대파,2021-01-14,중국,중국
4483,냉동 브로컬리,2021-01-14,중국,중국
4484,냉동 토란,2021-01-14,중국,중국
4485,건파,2021-01-14,중국,중국
4486,건마늘,2021-01-14,중국,중국
4487,드라이 커리리브,2021-01-14,스리랑카,스리랑카
4488,냉동당근,2021-01-14,중국,중국
4489,건홍피망후레이크,2021-01-14,중국,중국
4490,냉동부추,2021-01-14,중국,중국
4491,레몬그라스,2021-01-14,인도네시아,인도네시아
4492,건목이버섯,2021-01-14,중국,중국
4493,대추야자,2021-01-14,튀니지,튀니지
4494,냉동 양파,2021-01-14,중국,중국
4495,커클랜드 시그니춰 스트로베리     (#692290),2021-01-14,미국,미국
4496,그린빈,2021-01-14,벨기에,벨기에
4497,냉동마늘,2021-01-14,중국,중국
4498,호박씨,2021-01-14,중국,중국
4499,냉동대파,2021-01-14,중국,중국
4500,냉동딸기,2021-01-14,중국,중국
4501,냉동대파,2021-01-14,중국,중국
4502,냉동청양고추,2021-01-14,중국,중국
4503,커피 생두,2021-01-14,콜롬비아,콜롬비아
4504,냉동마늘,2021-01-14,중국,중국
4505,건도라지,2021-01-14,중국,중국
4506,냉동 무청시래기,2021-01-14,중국,중국
4507,냉동알밤,2021-01-14,중국,중국
4508,브라질 세라도 커피원두,2021-01-14,브라질,브라질
4509,냉동블루베리,2021-01-14,미국,미국
4510,디카페인 커피 생두,2021-01-14,브라질,멕시코
4511,디카페인 커피 생두,2021-01-14,과테말라,멕시코
4512,디카페인 커피 생두,2021-01-14,콜롬비아,멕시코
4513,디카페인 커피 생두,2021-01-14,에티오피아,멕시코
4514,냉동당근,2021-01-14,중국,중국
