,제품명(한글),수입일자,제조국,수출국
8755,아몬드,2020-12-21,미국,미국
8756,냉동알마늘,2020-12-21,중국,중국
8757,냉동대파,2020-12-21,중국,중국
8758,목이버섯,2020-12-21,중국,중국
8759,아몬드,2020-12-21,미국,미국
8760,냉동대파,2020-12-21,중국,중국
8761,압축표고버섯후레이크,2020-12-21,중국,중국
8762,냉동고추냉이,2020-12-21,중국,중국
8763,고추씨,2020-12-21,인도,인도
8764,건표고버섯 SL,2020-12-21,중국,중국
8765,건파,2020-12-21,중국,중국
8766,건파,2020-12-21,중국,중국
8767,건파,2020-12-21,중국,중국
8768,냉동 양파,2020-12-21,중국,중국
8769,냉동 당근,2020-12-21,중국,중국
8770,밤,2020-12-21,중국,중국
8771,옥수수,2020-12-21,미국,미국
8772,신선양배추,2020-12-21,중국,중국
8773,건조 무,2020-12-21,중국,중국
8774,들깨,2020-12-21,중국,중국
8775,냉동홍고추,2020-12-21,중국,중국
8776,유기농 히비스커스 (20kg),2020-12-21,라오스,라오스
8777,자몽,2020-12-21,미국,미국
8778,곶감,2020-12-21,중국,중국
8779,팥,2020-12-21,중국,중국
8780,베트남커피원두,2020-12-21,베트남,베트남
8781,유기농바나나,2020-12-21,페루,페루
8782,오미자30KG,2020-12-21,중국,중국
8783,커피생두,2020-12-21,콜롬비아,콜롬비아
8784,망고,2020-12-21,페루,페루
8785,아보카도 (5.5KG),2020-12-21,멕시코,멕시코
8786,커피생두,2020-12-21,브라질,브라질
8787,아보카도,2020-12-21,멕시코,멕시코
8788,브라질커피원두,2020-12-21,브라질,브라질
8789,녹두,2020-12-21,페루,페루
8790,해바라기씨,2020-12-21,중국,중국
8791,냉동홍고추,2020-12-21,중국,중국
8792,펜넬 홀,2020-12-21,인도,인도
8793,아몬드,2020-12-21,미국,미국
8794,건조 노니 열매,2020-12-21,베트남,베트남
