,제품명(한글),수입일자,제조국,수출국
3884,파인애플,2021-01-18,필리핀,필리핀
3885,코코넛,2021-01-18,태국,태국
3886,쿨란트로,2021-01-18,태국,태국
3887,망고,2021-01-18,페루,페루
3888,망고,2021-01-18,베트남,베트남
3889,냉동홍고추,2021-01-18,중국,중국
3890,피호두,2021-01-18,미국,미국
3891,팥,2021-01-18,캐나다,캐나다
3892,페퍼민트,2021-01-18,이집트,이집트
3893,캐모마일,2021-01-18,이집트,이집트
3894,히비스커스,2021-01-18,이집트,이집트
3895,커피원두,2021-01-18,우간다,우간다
3896,호두,2021-01-18,미국,미국
3897,밤,2021-01-18,중국,중국
3898,호두,2021-01-18,미국,미국
3899,호두,2021-01-18,미국,미국
3900,신선 표고버섯,2021-01-18,중국,중국
3901,신선당근,2021-01-18,중국,중국
3902,콩나물,2021-01-18,중국,중국
3903,건조양파,2021-01-18,중국,중국
3904,살롯,2021-01-18,베트남,베트남
3905,냉동홍고추,2021-01-18,중국,중국
3906,신선 브로콜리,2021-01-18,중국,중국
3907,코코넛,2021-01-18,베트남,베트남
3908,체리,2021-01-18,칠레,칠레
3909,냉동홍고추,2021-01-18,중국,중국
3910,녹두,2021-01-18,페루,페루
3911,신선더덕,2021-01-18,중국,중국
3912,깐더덕,2021-01-18,중국,중국
3913,샬롯,2021-01-18,태국,태국
3914,리크,2021-01-18,벨기에,벨기에
3915,냉동고추,2021-01-18,중국,중국
3916,신선우엉,2021-01-18,중국,중국
3917,차전자피,2021-01-18,인도,인도
3918,신선당근,2021-01-18,중국,중국
3919,양상추,2021-01-18,대만,대만
3920,레몬그라스,2021-01-18,베트남,베트남
3921,양상추,2021-01-18,대만,대만
3922,블루베리,2021-01-18,칠레,칠레
3923,깐우엉,2021-01-18,중국,중국
3924,오렌지,2021-01-18,미국,미국
3925,신선당근,2021-01-18,중국,중국
3926,"바나나(13KG,2021.01.09)",2021-01-18,필리핀,필리핀
3927,블루베리,2021-01-18,칠레,칠레
3928,옥수수,2021-01-18,러시아,러시아
3929,파인애플 (15kg),2021-01-18,필리핀,필리핀
3930,"파인애플(12KG,2021.01.09)",2021-01-18,필리핀,필리핀
3931,신선표고버섯,2021-01-18,중국,중국
3932,양파,2021-01-18,중국,중국
3933,망고(5kg),2021-01-18,태국,태국
3934,망고,2021-01-18,태국,태국
3935,신선마늘쫑,2021-01-18,중국,중국
3936,냉동부추,2021-01-18,중국,중국
3937,골드파인애플 (14.5KG),2021-01-18,필리핀,필리핀
3938,커피생두,2021-01-18,브라질,브라질
3939,망고,2021-01-18,태국,태국
3940,망고,2021-01-18,태국,태국
3941,표고버섯,2021-01-18,중국,중국
3942,망고,2021-01-18,태국,태국
3943,바나나,2021-01-18,에콰도르,에콰도르
3944,체리,2021-01-18,칠레,칠레
3945,망고,2021-01-18,필리핀,필리핀
3946,곶감,2021-01-18,중국,중국
3947,망고,2021-01-18,태국,태국
3948,신선당근,2021-01-18,중국,중국
3949,체리 (5KG),2021-01-18,칠레,칠레
3950,맥아,2021-01-18,독일,독일
3951,바나나,2021-01-18,태국,태국
3952,아스파라거스,2021-01-18,페루,페루
3953,앤다이브,2021-01-18,벨기에,벨기에
3954,"회향(열매,신선)",2021-01-18,이탈리아,벨기에
3955,"파스닙(뿌리,신선)",2021-01-18,벨기에,벨기에
3956,아스파라거스,2021-01-18,페루,페루
3957,차이브,2021-01-18,이스라엘,이스라엘
3958,타임,2021-01-18,이스라엘,이스라엘
3959,갈랑갈,2021-01-18,태국,태국
3960,바나나 꽃,2021-01-18,태국,태국
3961,파스닙,2021-01-18,벨기에,벨기에
3962,방울다다기 양배추,2021-01-18,벨기에,벨기에
3963,샬롯,2021-01-18,태국,태국
3964,망고,2021-01-18,페루,페루
3965,레몬그라스,2021-01-18,태국,태국
3966,베트남커피원두,2021-01-18,베트남,베트남
3967,베트남커피원두,2021-01-18,베트남,베트남
3968,커피원두,2021-01-18,콜롬비아,콜롬비아
3969,블루베리 (125G),2021-01-18,칠레,칠레
3970,신선비트,2021-01-18,중국,중국
3971,맥아,2021-01-18,중국,중국
3972,신선마늘쫑,2021-01-18,중국,중국
3973,하이비 아스파라거스 (5KG),2021-01-18,태국,태국
3974,부아메라,2021-01-18,인도네시아,인도네시아
3975,망고,2021-01-18,페루,페루
3976,아스파라거스,2021-01-18,태국,태국
3977,레몬그라스,2021-01-18,태국,태국
3978,스펠트 그레인즈,2021-01-18,독일,독일
3979,냉동홍고추,2021-01-18,중국,중국
3980,실론시나몬,2021-01-18,스리랑카,터키
3981,냉동홍고추,2021-01-18,중국,중국
3982,냉동잣,2021-01-18,중국,중국
3983,냉동 양배추,2021-01-18,중국,중국
3984,신선밤,2021-01-18,중국,중국
3985,무말랭이,2021-01-18,중국,중국
3986,망고,2021-01-18,태국,태국
3987,아스파라거스(6KG),2021-01-18,태국,태국
3988,아스파라거스(5KG),2021-01-18,페루,페루
3989,신선당근,2021-01-18,중국,중국
3990,"망고(열매,신선)",2021-01-18,태국,태국
3991,블루베리 125G,2021-01-18,칠레,칠레
3992,블루베리,2021-01-18,칠레,칠레
3993,신선당근,2021-01-18,중국,중국
3994,신선당근,2021-01-18,중국,중국
3995,신선당근,2021-01-18,중국,중국
3996,냉동 잣,2021-01-18,중국,중국
3997,신선당근,2021-01-18,중국,중국
3998,표고버섯 (12KG),2021-01-18,중국,중국
3999,블루베리 125G,2021-01-18,칠레,칠레
4000,블루베리,2021-01-18,칠레,칠레
4001,기장,2021-01-18,중국,중국
4002,석류,2021-01-18,미국,미국
4003,신선양파,2021-01-18,중국,중국
4004,신선양파,2021-01-18,중국,중국
4005,신선우엉,2021-01-18,중국,중국
4006,체리 (2.5KG),2021-01-18,칠레,칠레
4007,체리,2021-01-18,칠레,칠레
4008,체리,2021-01-18,칠레,칠레
4009,파인애플(12KG),2021-01-18,필리핀,필리핀
4010,파인애플,2021-01-18,필리핀,필리핀
4011,체리,2021-01-18,칠레,칠레
4012,인도 커피원두,2021-01-18,인도,인도
4013,파인애플(15KG),2021-01-18,필리핀,필리핀
4014,골드파인애플,2021-01-18,필리핀,필리핀
4015,아보카도,2021-01-18,멕시코,멕시코
4016,체리,2021-01-18,칠레,칠레
4017,체리,2021-01-18,칠레,칠레
4018,망고,2021-01-18,태국,태국
4019,망고,2021-01-18,태국,태국
4020,신선양파,2021-01-18,중국,중국
4021,커피생두,2021-01-18,브라질,브라질
4022,체리,2021-01-18,칠레,칠레
4023,강낭콩,2021-01-18,중국,중국
4024,커피원두,2021-01-18,에티오피아,에티오피아
4025,신선당근,2021-01-18,중국,중국
4026,맥주보리,2021-01-18,호주,호주
4027,신선양파,2021-01-18,중국,중국
4028,판단잎,2021-01-18,베트남,베트남
4029,신선양상추,2021-01-18,중국,중국
4030,망고,2021-01-18,태국,태국
4031,망고,2021-01-18,태국,태국
4032,양상추,2021-01-18,대만,대만
4033,브로콜리,2021-01-18,중국,중국
4034,신선표고버섯,2021-01-18,중국,중국
4035,망고,2021-01-18,태국,태국
4036,망고,2021-01-18,태국,태국
4037,소맥,2021-01-18,호주,호주
4038,소맥,2021-01-18,호주,호주
4039,밀,2021-01-18,호주,호주
4040,밀,2021-01-18,호주,호주
4041,곶감,2021-01-18,중국,중국
4042,신선양파,2021-01-18,중국,중국
4043,신선당근,2021-01-18,중국,중국
4044,건고추,2021-01-18,중국,중국
4045,오렌지,2021-01-18,미국,미국
