,제품명(한글),수입일자,제조국,수출국
2055,커피 생두,2021-01-27,브라질,브라질
2056,아스파라거스 (7KG),2021-01-27,태국,태국
2057,아스파라거스(6KG),2021-01-27,태국,태국
2058,키위,2021-01-27,이탈리아,이탈리아
2059,냉동홍고추,2021-01-27,중국,중국
2060,페루 커피 생두,2021-01-27,페루,페루
2061,바나나,2021-01-27,필리핀,필리핀
2062,바나나,2021-01-27,필리핀,필리핀
2063,"양파/신선,냉장",2021-01-27,중국,중국
2064,신선 고추냉이(와사비),2021-01-27,일본,일본
2065,바나나,2021-01-27,필리핀,필리핀
2066,바나나,2021-01-27,필리핀,필리핀
2067,파인애플,2021-01-27,필리핀,필리핀
2068,소맥,2021-01-27,호주,호주
2069,소맥,2021-01-27,호주,호주
2070,소맥,2021-01-27,호주,호주
2071,호주적맥,2021-01-27,호주,호주
2072,호주백맥,2021-01-27,호주,호주
2073,밤,2021-01-27,중국,중국
2074,건조양파 후레이크,2021-01-27,중국,중국
2075,신선대파,2021-01-27,중국,중국
2076,신선대파,2021-01-27,중국,중국
2077,디카페인 커피원두,2021-01-27,에티오피아,독일
2078,강낭콩,2021-01-27,미국,미국
2079,커피원두,2021-01-27,예멘,예멘
2080,냉동고추,2021-01-27,중국,중국
2081,냉동홍고추,2021-01-27,중국,중국
2082,신선양배추,2021-01-27,중국,중국
2083,두리안,2021-01-27,태국,태국
2084,망고,2021-01-27,페루,페루
2085,유향(보스웰리아),2021-01-27,나이지리아,나이지리아
2086,커피생두,2021-01-27,인도네시아,인도네시아
2087,냉동고추,2021-01-27,중국,중국
2088,커피원두,2021-01-27,에티오피아,에티오피아
2089,망고,2021-01-27,페루,페루
2090,망고,2021-01-27,페루,페루
2091,망고,2021-01-27,페루,페루
2092,망고,2021-01-27,페루,페루
2093,대두,2021-01-27,미국,미국
2094,쿨란트로,2021-01-27,태국,태국
2095,신선 브로콜리,2021-01-27,중국,중국
2096,결명자,2021-01-27,중국,중국
2097,깐도라지,2021-01-27,중국,중국
2098,깐도라지,2021-01-27,중국,중국
2099,마른줄기상추,2021-01-27,중국,중국
2100,깐우엉,2021-01-27,중국,중국
2101,도라지,2021-01-27,중국,중국
2102,마늘쫑,2021-01-27,중국,중국
2103,마늘쫑,2021-01-27,중국,중국
2104,양상추,2021-01-27,대만,대만
2105,포도,2021-01-27,칠레,칠레
2106,양상추,2021-01-27,대만,대만
2107,체리,2021-01-27,칠레,칠레
2108,신선양파,2021-01-27,중국,중국
2109,신선양파,2021-01-27,중국,중국
2110,망고,2021-01-27,페루,페루
2111,블루베리,2021-01-27,칠레,칠레
2112,바나나,2021-01-27,페루,페루
2113,브라질 커피빈,2021-01-27,브라질,브라질
2114,곶감,2021-01-27,중국,중국
2115,바나나,2021-01-27,필리핀,필리핀
2116,바나나,2021-01-27,필리핀,필리핀
2117,마늘쫑,2021-01-27,중국,중국
2118,망고,2021-01-27,태국,태국
2119,냉동대파,2021-01-27,중국,중국
2120,냉동마늘,2021-01-27,중국,중국
2121,냉동깐밤,2021-01-27,중국,중국
2122,냉동 람부탄,2021-01-27,베트남,베트남
2123,냉동 패션후르츠,2021-01-27,베트남,베트남
2124,냉동능이버섯,2021-01-27,중국,중국
2125,냉동당근,2021-01-27,중국,중국
2126,냉동블루베리,2021-01-27,미국,미국
2127,냉동 고사리,2021-01-27,중국,중국
2128,호로파씨,2021-01-27,파키스탄,파키스탄
2129,아몬드,2021-01-27,미국,미국
2130,냉동마늘,2021-01-27,중국,중국
2131,냉동단호박,2021-01-27,중국,중국
2132,건파8R,2021-01-27,중국,중국
2133,냉동 양파,2021-01-27,중국,중국
2134,냉동대파(1KG),2021-01-27,중국,중국
2135,대추야자,2021-01-27,튀니지,튀니지
2136,커클랜드 시그니춰 노르망디 스타일 베지터블 블랜드,2021-01-27,멕시코,미국
2137,아몬드,2021-01-27,미국,미국
2138,냉동당근,2021-01-27,중국,중국
2139,냉동 단호박,2021-01-27,중국,중국
2140,감자,2021-01-27,호주,호주
2141,유기농 바나나,2021-01-27,페루,페루
2142,유기농 바나나,2021-01-27,페루,페루
2143,체리,2021-01-27,칠레,칠레
2144,맥아,2021-01-27,덴마크,덴마크
2145,맥아,2021-01-27,덴마크,덴마크
2146,당귀,2021-01-27,중국,중국
2147,계피,2021-01-27,베트남,베트남
2148,생알땅콩,2021-01-27,중국,중국
2149,냉동고추,2021-01-27,중국,중국
2150,냉동홍고추,2021-01-27,중국,중국
2151,신선 양파,2021-01-27,중국,중국
2152,대파,2021-01-27,중국,중국
2153,냉동고추,2021-01-27,중국,중국
2154,활북방산개구리,2021-01-27,중국,중국
2155,녹용(건조),2021-01-27,뉴질랜드,뉴질랜드
2156,냉동고추,2021-01-27,중국,중국
2157,대두,2021-01-27,캐나다,캐나다
2158,냉동홍고추,2021-01-27,중국,중국
2159,블루베리 125G,2021-01-27,칠레,칠레
2160,체리 (5KG),2021-01-27,칠레,칠레
2161,망고,2021-01-27,페루,페루
2162,체리 (5KG),2021-01-27,칠레,칠레
2163,바나나,2021-01-27,필리핀,필리핀
2164,바나나,2021-01-27,필리핀,필리핀
2165,바나나,2021-01-27,필리핀,필리핀
2166,신선 양파,2021-01-27,중국,중국
2167,신선양파,2021-01-27,중국,중국
2168,숙주나물,2021-01-27,중국,중국
2169,콩나물,2021-01-27,중국,중국
2170,샬롯(10 KG),2021-01-27,태국,태국
2171,망고,2021-01-27,베트남,베트남
2172,강낭콩,2021-01-27,미국,캐나다
2173,오렌지,2021-01-27,미국,미국
2174,커피 생두,2021-01-27,콜롬비아,콜롬비아
2175,"고추냉이(뿌리,신선)",2021-01-27,일본,일본
2176,블루베리,2021-01-27,칠레,칠레
2177,커피 생두,2021-01-27,베트남,베트남
2178,방울다다기 양배추,2021-01-27,벨기에,벨기에
2179,"송로버섯(자실체,신선)",2021-01-27,이탈리아,이탈리아
2180,송로버섯,2021-01-27,이탈리아,이탈리아
2181,망고,2021-01-27,태국,태국
2182,늘푸른대파,2021-01-27,중국,중국
