,제품명(한글),수입일자,제조국,수출국
4099,블루베리,2021-01-15,칠레,칠레
4100,체리,2021-01-15,칠레,칠레
4101,호두,2021-01-15,미국,미국
4102,자몽,2021-01-15,이스라엘,이스라엘
4103,호두,2021-01-15,미국,미국
4104,건조통생강,2021-01-15,중국,중국
4105,냉동홍고추,2021-01-15,중국,중국
4106,호두,2021-01-15,미국,미국
4107,인도 커피원두,2021-01-15,인도,인도
4108,인도 커피원두,2021-01-15,인도,인도
4109,콜롬비아원두커피,2021-01-15,콜롬비아,콜롬비아
4110,커피원두,2021-01-15,탄자니아,탄자니아
4111,감자,2021-01-15,미국,미국
4112,냉동고추,2021-01-15,중국,중국
4113,유기농 여주,2021-01-15,라오스,라오스
4114,건생강,2021-01-15,중국,중국
4115,황기,2021-01-15,중국,중국
4116,건능이버섯,2021-01-15,중국,중국
4117,"천궁(뿌리줄기,건조)",2021-01-15,중국,중국
4118,"천궁(뿌리줄기,건조)",2021-01-15,중국,중국
4119,"창출(뿌리줄기,건조)",2021-01-15,중국,중국
4120,대두,2021-01-15,캐나다,캐나다
4121,황기/21KG,2021-01-15,중국,중국
4122,들깨,2021-01-15,중국,중국
4123,건구기자/18KG,2021-01-15,중국,중국
4124,황기,2021-01-15,중국,중국
4125,신선 표고버섯,2021-01-15,중국,중국
4126,신선수삼,2021-01-15,중국,중국
4127,스완 에일,2021-01-15,네덜란드,네덜란드
4128,썬메이드 건포도,2021-01-15,미국,미국
4129,간편뚝딱 냉동 청양고추,2021-01-15,베트남,베트남
4130,건표고버섯 SL,2021-01-15,중국,중국
4131,건표고버섯갓 PR,2021-01-15,중국,중국
4132,냉동 부추,2021-01-15,중국,중국
4133,스프로트,2021-01-15,벨기에,벨기에
4134,냉동 청피망,2021-01-15,중국,중국
4135,아몬드,2021-01-15,미국,미국
4136,냉동 마늘,2021-01-15,중국,중국
4137,윗 몰트,2021-01-15,독일,독일
4138,신선우엉,2021-01-15,중국,중국
4139,마늘쫑,2021-01-15,중국,중국
4140,커피원두,2021-01-15,베트남,베트남
4141,망고,2021-01-15,태국,태국
4142,대두,2021-01-15,캐나다,캐나다
4143,콩나물콩,2021-01-15,미국,미국
4144,커피원두,2021-01-15,브라질,브라질
4145,커피원두,2021-01-15,브라질,브라질
4146,체리,2021-01-15,뉴질랜드,뉴질랜드
4147,바나나,2021-01-15,콜롬비아,콜롬비아
4148,유기농 바나나,2021-01-15,페루,페루
4149,유기농 바나나,2021-01-15,페루,페루
4150,대두,2021-01-15,미국,미국
4151,블루베리,2021-01-15,칠레,칠레
4152,커피생두,2021-01-15,인도네시아,인도네시아
4153,냉동홍고추,2021-01-15,중국,중국
4154,체리,2021-01-15,칠레,칠레
4155,아몬드,2021-01-15,미국,미국
4156,커피원두,2021-01-15,브라질,브라질
4157,냉장감자,2021-01-15,미국,미국
4158,천궁,2021-01-15,중국,중국
4159,황기/11KG,2021-01-15,중국,중국
4160,호로파,2021-01-15,인도,인도
4161,콩나물콩,2021-01-15,중국,중국
4162,호박씨,2021-01-15,중국,중국
4163,블루베리,2021-01-15,칠레,칠레
4164,망고,2021-01-15,베트남,베트남
4165,신선 브로콜리,2021-01-15,중국,중국
4166,커피원두,2021-01-15,에티오피아,에티오피아
4167,냉동홍고추,2021-01-15,중국,중국
4168,페루커피원두,2021-01-15,페루,페루
4169,"레몬그라스(줄기,신선)",2021-01-15,태국,태국
4170,갈랑갈,2021-01-15,태국,태국
4171,샬롯,2021-01-15,태국,태국
4172,황기,2021-01-15,중국,중국
4173,천궁,2021-01-15,중국,중국
4174,천궁,2021-01-15,중국,중국
4175,유기농바나나,2021-01-15,페루,페루
4176,커피 생두,2021-01-15,엘살바도르,영국
4177,커피 생두,2021-01-15,페루,영국
4178,인도 커피원두,2021-01-15,인도,인도
4179,냉동고추,2021-01-15,중국,중국
4180,냉동고추,2021-01-15,중국,중국
4181,냉동고추,2021-01-15,중국,중국
4182,냉동고추,2021-01-15,중국,중국
4183,대추야자,2021-01-15,이란,이란
4184,냉동고추,2021-01-15,중국,중국
4185,냉동마늘,2021-01-15,중국,중국
4186,커피 생두,2021-01-15,에티오피아,영국
4187,커피 생두,2021-01-15,인도네시아,영국
4188,커피생두,2021-01-15,에티오피아,영국
4189,양배추,2021-01-15,중국,중국
4190,커피생두,2021-01-15,르완다,영국
4191,냉동고추,2021-01-15,중국,중국
4192,냉동고추,2021-01-15,중국,중국
4193,옥수수,2021-01-15,호주,호주
4194,표고버섯,2021-01-15,베트남,베트남
4195,신선당근,2021-01-15,중국,중국
4196,냉동 깐밤,2021-01-15,중국,중국
4197,"파파야(5KG,2020.12.29)",2021-01-15,필리핀,필리핀
4198,냉동고추,2021-01-15,중국,중국
4199,양상추,2021-01-15,대만,대만
4200,망고,2021-01-15,페루,페루
4201,녹두,2021-01-15,페루,페루
4202,커클랜드 시그니춰 아몬드,2021-01-15,미국,미국
4203,냉동 부추,2021-01-15,중국,중국
4204,파쇄옥수수,2021-01-15,인도,인도
4205,냉동홍고추,2021-01-15,베트남,베트남
4206,냉동잣,2021-01-15,중국,중국
4207,스완 뮤니치 다크,2021-01-15,네덜란드,네덜란드
4208,샐러리 홀,2021-01-15,인도,인도
4209,신선대파,2021-01-15,중국,중국
4210,신선브로콜리,2021-01-15,중국,중국
4211,냉동홍고추,2021-01-15,중국,중국
4212,냉동홍고추,2021-01-15,중국,중국
4213,냉동고추,2021-01-15,중국,중국
4214,도토리,2021-01-15,중국,중국
4215,신선당근,2021-01-15,중국,중국
4216,신선당근,2021-01-15,중국,중국
4217,터머릭 홀,2021-01-15,인도,인도
4218,블루베리,2021-01-15,칠레,칠레
4219,냉동대파,2021-01-15,중국,중국
4220,냉동부추,2021-01-15,중국,중국
4221,망고,2021-01-15,태국,태국
4222,블루베리,2021-01-15,칠레,칠레
4223,들깨,2021-01-15,중국,중국
4224,체리,2021-01-15,칠레,칠레
4225,커피 생두,2021-01-15,브라질,브라질
4226,망고,2021-01-15,태국,태국
4227,체리,2021-01-15,칠레,칠레
4228,신선양파,2021-01-15,중국,중국
4229,바나나,2021-01-15,페루,페루
4230,신선양파,2021-01-15,중국,중국
4231,신선양배추,2021-01-15,중국,중국
4232,브로콜리,2021-01-15,중국,중국
4233,체리,2021-01-15,칠레,칠레
4234,냉동홍고추,2021-01-15,중국,중국
4235,"바나나(13KG,2020.12.23)",2021-01-15,베트남,베트남
4236,커피생두,2021-01-15,브라질,브라질
4237,당근,2021-01-15,중국,중국
4238,강낭콩,2021-01-15,중국,중국
4239,커피 생두,2021-01-15,브라질,브라질
4240,블루베리,2021-01-15,칠레,칠레
4241,망고,2021-01-15,베트남,베트남
4242,샬롯,2021-01-15,태국,태국
4243,레몬그래스,2021-01-15,태국,태국
4244,신선 갈랑갈,2021-01-15,태국,태국
4245,바나나 꽃,2021-01-15,태국,태국
4246,코코넛,2021-01-15,태국,태국
4247,죽순,2021-01-15,태국,태국
4248,판다누스잎,2021-01-15,태국,태국
4249,망고,2021-01-15,베트남,베트남
4250,신선 브로콜리,2021-01-15,중국,중국
4251,신선핑거루트,2021-01-15,태국,태국
4252,바나나,2021-01-15,에콰도르,에콰도르
4253,자몽,2021-01-15,미국,미국
4254,체리,2021-01-15,칠레,칠레
4255,바나나,2021-01-15,콜롬비아,콜롬비아
4256,자몽,2021-01-15,이스라엘,이스라엘
4257,자몽,2021-01-15,이스라엘,이스라엘
4258,아보카도,2021-01-15,멕시코,멕시코
4259,포도,2021-01-15,페루,페루
4260,체리,2021-01-15,칠레,칠레
4261,커피 생두,2021-01-15,브라질,브라질
4262,깐도라지,2021-01-15,중국,중국
4263,도라지,2021-01-15,중국,중국
4264,깐우엉,2021-01-15,중국,중국
4265,신선우엉,2021-01-15,중국,중국
