,제품명(한글),수입일자,제조국,수출국
1895,냉동단호박,2021-01-28,중국,중국
1896,냉동호박,2021-01-28,중국,중국
1897,냉동마늘,2021-01-28,중국,중국
1898,냉동 당근,2021-01-28,중국,중국
1899,목이버섯,2021-01-28,중국,중국
1900,냉동 피망,2021-01-28,중국,중국
1901,냉동 홍피망,2021-01-28,중국,중국
1902,냉동 청피망,2021-01-28,중국,중국
1903,냉동양파,2021-01-28,중국,중국
1904,냉동양파,2021-01-28,중국,중국
1905,검은커민씨,2021-01-28,파키스탄,파키스탄
1906,커피생두,2021-01-28,브라질,브라질
1907,커피생두,2021-01-28,브라질,브라질
1908,냉동 브로컬리,2021-01-28,중국,중국
1909,냉동사토르,2021-01-28,인도네시아,인도네시아
1910,냉동표고버섯,2021-01-28,중국,중국
1911,아몬드(22.68KG),2021-01-28,미국,미국
1912,호두,2021-01-28,미국,미국
1913,아몬드,2021-01-28,미국,미국
1914,냉동브로컬리,2021-01-28,중국,중국
1915,건조링홍고추후레이크,2021-01-28,중국,중국
1916,냉동 단호박,2021-01-28,중국,중국
1917,냉동 청양고추,2021-01-28,중국,중국
1918,냉동호박,2021-01-28,중국,중국
1919,"아몬드(견과,건조)",2021-01-28,미국,미국
1920,냉동대파,2021-01-28,중국,중국
1921,피스타치오,2021-01-28,미국,미국
1922,피스타치오,2021-01-28,미국,미국
1923,클로브 홀,2021-01-28,마다가스카르,말레이시아
1924,냉동 브로콜리,2021-01-28,스페인,스페인
1925,냉동컬리플라워,2021-01-28,중국,중국
1926,냉동 토란,2021-01-28,중국,중국
1927,건파,2021-01-28,중국,중국
1928,건파,2021-01-28,중국,중국
1929,건표고갓후레이크,2021-01-28,중국,중국
1930,건홍피망후레이크,2021-01-28,중국,중국
1931,레몬그라스,2021-01-28,태국,태국
1932,샬롯,2021-01-28,태국,태국
1933,핑거루트,2021-01-28,태국,태국
1934,갈랑가,2021-01-28,태국,태국
1935,키위,2021-01-28,이탈리아,이탈리아
1936,체리,2021-01-28,칠레,칠레
1937,체리 (2.5KG),2021-01-28,칠레,칠레
1938,바나나,2021-01-28,콜롬비아,콜롬비아
1939,적맥,2021-01-28,미국,미국
1940,적맥 11.5PCT,2021-01-28,미국,미국
1941,적맥,2021-01-28,미국,미국
1942,은행,2021-01-28,중국,중국
1943,신선대파,2021-01-28,중국,중국
1944,기장(조곡상태)(MILLET),2021-01-28,중국,중국
1945,우슬/13KG,2021-01-28,중국,중국
1946,갈근,2021-01-28,중국,중국
1947,천마/20KG,2021-01-28,중국,중국
1948,커피원두(생두),2021-01-28,브라질,브라질
1949,냉동고추,2021-01-28,중국,중국
1950,냉동홍고추,2021-01-28,중국,중국
1951,신선우엉,2021-01-28,중국,중국
1952,건조생강,2021-01-28,중국,중국
1953,페루커피원두,2021-01-28,페루,페루
