,제품명(한글),수입일자,제조국,수출국
6142,건파8R,2021-01-05,중국,중국
6143,냉동마늘,2021-01-05,중국,중국
6144,렌틸콩,2021-01-05,인도,인도
6145,강낭콩,2021-01-05,인도,인도
6146,아몬드,2021-01-05,미국,미국
6147,마른표고버섯,2021-01-05,중국,중국
6148,호두(탈각),2021-01-05,미국,미국
6149,호두,2021-01-05,미국,미국
6150,아몬드,2021-01-05,미국,미국
6151,백옥,2021-01-05,미국,미국
6152,캐슈,2021-01-05,베트남,베트남
6153,냉동대파(2KG),2021-01-05,중국,중국
6154,냉동양파,2021-01-05,중국,중국
6155,마카다미아,2021-01-05,호주,호주
6156,압축표고버섯(15mm),2021-01-05,중국,중국
6157,냉동부추,2021-01-05,중국,중국
6158,건목이버섯,2021-01-05,중국,중국
6159,건파,2021-01-05,중국,중국
6160,건파,2021-01-05,중국,중국
6161,냉동 산딸기 메커,2021-01-05,세르비아,프랑스
6162,냉동부추,2021-01-05,중국,중국
6163,냉동단호박 (1KG),2021-01-05,베트남,베트남
6164,화이트 스완,2021-01-05,네덜란드,네덜란드
6165,리마콩,2021-01-05,미얀마,미얀마
6166,선선깐양파,2021-01-05,중국,중국
6167,냉동홍고추,2021-01-05,중국,중국
6168,콜롬비아  커피원두,2021-01-05,콜롬비아,콜롬비아
6169,콜롬비아  커피원두,2021-01-05,콜롬비아,콜롬비아
6170,천궁,2021-01-05,중국,중국
6171,여주,2021-01-05,베트남,베트남
6172,커피원두,2021-01-05,브라질,브라질
6173,체리,2021-01-05,칠레,칠레
6174,체리,2021-01-05,칠레,칠레
6175,피스타치오,2021-01-05,미국,미국
6176,냉동홍고추,2021-01-05,베트남,베트남
6177,냉동홍고추,2021-01-05,중국,중국
6178,건오미자,2021-01-05,중국,중국
6179,건생강,2021-01-05,중국,중국
6180,계피(시가),2021-01-05,베트남,베트남
6181,신선지황,2021-01-05,중국,중국
6182,둥굴레,2021-01-05,중국,중국
6183,건도라지,2021-01-05,중국,중국
6184,냉동마늘편,2021-01-05,중국,중국
6185,서리태,2021-01-05,중국,중국
6186,"삽주(백출)(뿌리줄기,건조)",2021-01-05,중국,중국
6187,"황기(뿌리,건조)",2021-01-05,중국,중국
6188,백출,2021-01-05,중국,중국
6189,커피 생두,2021-01-05,브라질,브라질
6190,냉동고추,2021-01-05,중국,중국
6191,냉동홍고추,2021-01-05,중국,중국
6192,냉동홍고추,2021-01-05,중국,중국
6193,냉동홍고추,2021-01-05,중국,중국
6194,들깨,2021-01-05,중국,중국
6195,신선브로콜리,2021-01-05,중국,중국
