,제품명(한글),수입일자,제조국,수출국
3392,깐도라지,2021-01-20,중국,중국
3393,깐우엉,2021-01-20,중국,중국
3394,도라지,2021-01-20,중국,중국
3395,마늘쫑(8KG),2021-01-20,중국,중국
3396,신선우엉,2021-01-20,중국,중국
3397,신선우엉,2021-01-20,중국,중국
3398,신선더덕,2021-01-20,중국,중국
3399,신선우엉,2021-01-20,중국,중국
3400,냉동고추,2021-01-20,중국,중국
3401,아몬드,2021-01-20,미국,미국
3402,콜롬비아 아라비카 커피,2021-01-20,콜롬비아,콜롬비아
3403,마늘쫑,2021-01-20,중국,중국
3404,냉동홍고추,2021-01-20,중국,중국
3405,냉동홍고추,2021-01-20,중국,중국
3406,건조양파,2021-01-20,중국,중국
3407,들깨,2021-01-20,중국,중국
3408,들깨,2021-01-20,중국,중국
3409,신선 단호박,2021-01-20,뉴질랜드,뉴질랜드
3410,냉동고추,2021-01-20,중국,중국
3411,자몽,2021-01-20,미국,미국
3412,신선 표고버섯,2021-01-20,중국,중국
3413,자몽,2021-01-20,미국,미국
3414,망고,2021-01-20,태국,태국
3415,"바나나(13KG,2021.01.04)",2021-01-20,필리핀,필리핀
3416,"용과(WHITE, 5KG)",2021-01-20,베트남,베트남
3417,"용과(RED, 3KG)",2021-01-20,베트남,베트남
3418,망고,2021-01-20,페루,페루
3419,망고,2021-01-20,페루,페루
3420,포도,2021-01-20,페루,페루
3421,포도,2021-01-20,페루,페루
3422,"파인애플(12KG,2021.01.06)",2021-01-20,필리핀,필리핀
3423,"바나나(13KG,2021.01.04)",2021-01-20,필리핀,필리핀
3424,망고,2021-01-20,페루,페루
3425,"바나나(13KG,2020.12.28)",2021-01-20,필리핀,필리핀
3426,"바나나(13KG,2021.01.04)",2021-01-20,필리핀,필리핀
3427,"바나나(13KG,2021.01.04)",2021-01-20,필리핀,필리핀
3428,"파인애플(12KG,2021.01.06)",2021-01-20,필리핀,필리핀
3429,커피원두,2021-01-20,브라질,브라질
3430,신선더덕,2021-01-20,중국,중국
3431,"바나나(13KG,2021.01.04)",2021-01-20,필리핀,필리핀
3432,"파인애플(12KG,2021.01.06)",2021-01-20,필리핀,필리핀
3433,"바나나(13KG,2021.01.04)",2021-01-20,필리핀,필리핀
3434,망고,2021-01-20,페루,페루
3435,망고,2021-01-20,페루,페루
3436,망고,2021-01-20,페루,페루
3437,망고,2021-01-20,페루,페루
3438,신선송로버섯,2021-01-20,프랑스,프랑스
3439,망고,2021-01-20,페루,페루
3440,망고,2021-01-20,페루,페루
3441,송로버섯,2021-01-20,이탈리아,이탈리아
3442,아스파라거스 (7KG),2021-01-20,태국,태국
3443,아스파라거스(6KG),2021-01-20,태국,태국
3444,두리안,2021-01-20,태국,태국
3445,망고,2021-01-20,베트남,베트남
3446,신선양파,2021-01-20,중국,중국
3447,신선양파,2021-01-20,중국,중국
3448,깐도라지,2021-01-20,중국,중국
3449,신선당근,2021-01-20,중국,중국
3450,자몽,2021-01-20,미국,미국
3451,바나나,2021-01-20,콜롬비아,콜롬비아
3452,커피생두,2021-01-20,에티오피아,에티오피아
3453,냉동고추,2021-01-20,중국,중국
3454,자몽,2021-01-20,미국,미국
3455,샬롯,2021-01-20,태국,태국
3456,디카페인 커피원두,2021-01-20,캐나다,캐나다
3457,소맥,2021-01-20,호주,호주
3458,호두,2021-01-20,미국,미국
3459,호두(11.34KGS),2021-01-20,미국,미국
3460,계피,2021-01-20,베트남,베트남
3461,페누그릭 홀,2021-01-20,인도,인도
3462,커피원두,2021-01-20,페루,페루
3463,신선밤,2021-01-20,중국,중국
3464,커피 생두,2021-01-20,에티오피아,에티오피아
3465,냉동능이버섯,2021-01-20,중국,중국
3466,건조능이버섯,2021-01-20,중국,중국
3467,냉동당근,2021-01-20,중국,중국
3468,냉동양배추,2021-01-20,중국,중국
3469,냉동마늘,2021-01-20,중국,중국
3470,냉동마늘,2021-01-20,중국,중국
3471,냉동표고버섯,2021-01-20,중국,중국
3472,호두,2021-01-20,미국,미국
3473,냉동 당근,2021-01-20,중국,중국
3474,냉동 유채,2021-01-20,중국,중국
3475,호두,2021-01-20,미국,미국
3476,캐슈넛,2021-01-20,베트남,베트남
3477,냉동능이버섯(1KG),2021-01-20,중국,중국
3478,냉동마늘,2021-01-20,중국,중국
3479,스완 필스너,2021-01-20,네덜란드,네덜란드
3480,냉동 양파,2021-01-20,중국,중국
3481,카다몬 홀,2021-01-20,과테말라,말레이시아
3482,냉동 시금치,2021-01-20,중국,중국
3483,냉동 근대,2021-01-20,중국,중국
3484,냉동단호박,2021-01-20,베트남,베트남
3485,냉동얼갈이배추,2021-01-20,베트남,베트남
3486,맥아,2021-01-20,독일,독일
3487,블루베리,2021-01-20,미국,미국
3488,블루베리,2021-01-20,미국,미국
3489,냉동단호박,2021-01-20,중국,중국
3490,냉동브로컬리,2021-01-20,스페인,스페인
3491,아몬드,2021-01-20,미국,미국
3492,냉동 양파,2021-01-20,중국,중국
3493,타히티 바닐라빈,2021-01-20,프랑스,프랑스
3494,커클랜드 시그니춰 블루베리,2021-01-20,칠레,칠레
3495,커클랜드 시그니춰 노르망디 스타일 베지터블 블랜드,2021-01-20,멕시코,미국
3496,스완 에일,2021-01-20,네덜란드,네덜란드
3497,아몬드,2021-01-20,미국,미국
3498,피칸,2021-01-20,미국,미국
3499,냉동당근,2021-01-20,중국,중국
3500,아몬드,2021-01-20,미국,미국
3501,건조링홍고추후레이크,2021-01-20,중국,중국
3502,건조 월계수잎,2021-01-20,인도네시아,인도네시아
3503,알땅콩,2021-01-20,중국,중국
3504,감초(30KG),2021-01-20,중국,중국
3505,키위,2021-01-20,이탈리아,이탈리아
3506,냉동홍고추,2021-01-20,중국,중국
3507,생알땅콩,2021-01-20,중국,중국
3508,침향,2021-01-20,인도네시아,인도네시아
3509,대두,2021-01-20,미국,미국
3510,냉동홍고추,2021-01-20,중국,중국
3511,호두,2021-01-20,미국,미국
3512,냉동홍고추,2021-01-20,중국,중국
3513,피호두,2021-01-20,미국,미국
3514,우엉,2021-01-20,중국,중국
3515,콩나물,2021-01-20,중국,중국
3516,숙주나물,2021-01-20,중국,중국
3517,"마늘종(꽃줄기,신선)",2021-01-20,중국,중국
3518,커피생두,2021-01-20,브라질,브라질
3519,신선밤,2021-01-20,중국,중국
3520,커피원두,2021-01-20,콜롬비아,콜롬비아
3521,커피원두,2021-01-20,브라질,브라질
3522,냉동마늘,2021-01-20,중국,중국
3523,팝콘,2021-01-20,미국,미국
3524,양상추(7.5KG),2021-01-20,대만,대만
3525,산조인/22.5KG,2021-01-20,중국,중국
3526,냉동홍고추,2021-01-20,중국,중국
3527,신선양배추,2021-01-20,중국,중국
