,제품명(한글),수입일자,제조국,수출국
5087,호두1/2태,2021-01-11,미국,미국
5088,냉동부추,2021-01-11,중국,중국
5089,건파,2021-01-11,중국,중국
5090,건파,2021-01-11,중국,중국
5091,건마늘,2021-01-11,중국,중국
5092,커피원두,2021-01-11,케냐,케냐
5093,바나나,2021-01-11,에콰도르,에콰도르
5094,냉동홍고추,2021-01-11,중국,중국
5095,냉동홍고추,2021-01-11,중국,중국
5096,도토리,2021-01-11,중국,중국
5097,하이비 아스파라거스 (5KG),2021-01-11,태국,태국
5098,신선송로버섯,2021-01-11,이탈리아,이탈리아
5099,커피원두,2021-01-11,콜롬비아,콜롬비아
5100,커피 생두,2021-01-11,에티오피아,에티오피아
5101,호밀,2021-01-11,캐나다,캐나다
5102,커피원두,2021-01-11,탄자니아,탄자니아
5103,유기농바나나,2021-01-11,페루,페루
5104,국화,2021-01-11,중국,중국
5105,익지인,2021-01-11,중국,중국
5106,구기자나무 뿌리,2021-01-11,중국,중국
5107,오가피,2021-01-11,중국,중국
5108,냉동홍고추,2021-01-11,중국,중국
5109,소맥,2021-01-11,미국,미국
5110,소맥,2021-01-11,미국,미국
5111,샬롯(10 KG),2021-01-11,태국,태국
5112,갈랑갈,2021-01-11,태국,태국
5113,레몬그라스,2021-01-11,태국,태국
5114,파인애플,2021-01-11,필리핀,필리핀
5115,피칸,2021-01-11,미국,미국
5116,냉동다이스양파,2021-01-11,중국,중국
5117,"바나나(13KG,2021.01.02)",2021-01-11,필리핀,필리핀
5118,바나나,2021-01-11,인도네시아,인도네시아
5119,냉동당근,2021-01-11,중국,중국
5120,냉동부추,2021-01-11,중국,중국
5121,깐도라지,2021-01-11,중국,중국
5122,홍화자,2021-01-11,인도,인도
5123,신선깐양파,2021-01-11,중국,중국
5124,회향,2021-01-11,인도,인도
5125,신선양배추,2021-01-11,중국,중국
5126,"레몬그라스(줄기,신선)",2021-01-11,태국,태국
5127,샬롯,2021-01-11,태국,태국
5128,갈랑갈,2021-01-11,태국,태국
5129,깐우엉,2021-01-11,중국,중국
5130,건취나물,2021-01-11,중국,중국
5131,완두콩 반태,2021-01-11,미국,미국
5132,신선 표고버섯,2021-01-11,중국,중국
5133,신선생강,2021-01-11,중국,중국
5134,커피 생두,2021-01-11,케냐,네덜란드
5135,강낭콩,2021-01-11,미국,캐나다
5136,커피원두,2021-01-11,브라질,브라질
5137,아몬드,2021-01-11,미국,미국
5138,건생강,2021-01-11,중국,중국
5139,가차이(10 KG),2021-01-11,태국,태국
5140,핑거루트,2021-01-11,태국,태국
5141,유기농 커피생두,2021-01-11,콜롬비아,콜롬비아
5142,양상추,2021-01-11,대만,대만
5143,들깨,2021-01-11,중국,중국
5144,블루베리,2021-01-11,칠레,칠레
5145,건조능이버섯,2021-01-11,중국,중국
5146,건조생강,2021-01-11,중국,중국
5147,냉동고추,2021-01-11,중국,중국
5148,냉동홍고추,2021-01-11,중국,중국
5149,우슬,2021-01-11,중국,중국
5150,감초,2021-01-11,우즈베키스탄,우즈베키스탄
5151,오렌지,2021-01-11,미국,미국
5152,사인,2021-01-11,중국,중국
5153,냉동고추,2021-01-11,중국,중국
5154,대두,2021-01-11,미국,미국
5155,커피원두,2021-01-11,에티오피아,지부티
5156,"용과(RED, 3KG)",2021-01-11,베트남,베트남
5157,건고추,2021-01-11,중국,중국
5158,레몬,2021-01-11,미국,미국
5159,커피생두,2021-01-11,브라질,브라질
5160,용과,2021-01-11,베트남,베트남
5161,계피,2021-01-11,베트남,베트남
5162,"황기(뿌리,건조)",2021-01-11,중국,중국
5163,당귀,2021-01-11,중국,중국
5164,우슬,2021-01-11,중국,중국
5165,백출/30KG,2021-01-11,중국,중국
5166,표고버섯,2021-01-11,중국,중국
5167,신선깐도라지,2021-01-11,중국,중국
5168,깐도라지,2021-01-11,중국,중국
5169,깐도라지,2021-01-11,중국,중국
5170,히카마,2021-01-11,베트남,베트남
5171,건조양파,2021-01-11,인도,인도
5172,커피 생두,2021-01-11,브라질,브라질
5173,망고,2021-01-11,태국,태국
5174,커피 생두,2021-01-11,브라질,브라질
5175,곶감,2021-01-11,중국,중국
5176,블루베리,2021-01-11,칠레,칠레
5177,블루베리,2021-01-11,칠레,칠레
5178,블루베리,2021-01-11,칠레,칠레
5179,망고,2021-01-11,태국,태국
5180,망고,2021-01-11,태국,태국
5181,오렌지,2021-01-11,미국,미국
5182,신선우엉,2021-01-11,중국,중국
5183,곶감,2021-01-11,중국,중국
5184,망고,2021-01-11,태국,태국
5185,파인애플(15KG),2021-01-11,필리핀,필리핀
5186,망고,2021-01-11,태국,태국
5187,바나나,2021-01-11,콜롬비아,콜롬비아
5188,"망고(열매,신선)",2021-01-11,태국,태국
5189,파인애플 (12KG),2021-01-11,필리핀,필리핀
5190,레몬,2021-01-11,미국,미국
5191,망고,2021-01-11,태국,태국
5192,커피원두 (생두),2021-01-11,브라질,브라질
5193,커피원두(생두),2021-01-11,브라질,브라질
5194,커피원두(생두),2021-01-11,브라질,브라질
5195,아스파라거스,2021-01-11,페루,페루
5196,두리안,2021-01-11,태국,태국
5197,프리제(FRISEE),2021-01-11,스페인,벨기에
5198,엔다이브,2021-01-11,벨기에,벨기에
5199,파스니프,2021-01-11,벨기에,벨기에
5200,레드 엔다이브,2021-01-11,네덜란드,벨기에
5201,펜넬,2021-01-11,이탈리아,벨기에
5202,아스파라거스,2021-01-11,멕시코,미국
5203,샬롯,2021-01-11,태국,태국
5204,바나나 꽃,2021-01-11,태국,태국
5205,갈랑갈,2021-01-11,태국,태국
5206,아스파라거스,2021-01-11,페루,페루
5207,샬롯,2021-01-11,태국,태국
5208,망고,2021-01-11,페루,페루
5209,망고,2021-01-11,페루,페루
5210,신선 갈랑갈,2021-01-11,태국,태국
5211,망고,2021-01-11,페루,페루
5212,고추씨,2021-01-11,중국,중국
5213,망고,2021-01-11,필리핀,필리핀
5214,바나나,2021-01-11,필리핀,필리핀
5215,바나나,2021-01-11,필리핀,필리핀
5216,천궁,2021-01-11,중국,중국
5217,아스파라거스,2021-01-11,에콰도르,미국
5218,아스파라거스,2021-01-11,태국,태국
5219,커피원두,2021-01-11,케냐,케냐
5220,파인애플,2021-01-11,필리핀,필리핀
5221,신선브로콜리,2021-01-11,중국,중국
5222,레몬,2021-01-11,미국,미국
5223,레몬,2021-01-11,미국,미국
5224,코코넛,2021-01-11,태국,태국
5225,신선당근,2021-01-11,중국,중국
5226,신선당근,2021-01-11,중국,중국
5227,초석잠/9KG,2021-01-11,중국,중국
5228,신선당근,2021-01-11,중국,중국
5229,호박씨,2021-01-11,중국,중국
5230,커피원두,2021-01-11,브라질,브라질
5231,브로콜리,2021-01-11,중국,중국
5232,망고,2021-01-11,태국,태국
5233,망고,2021-01-11,태국,태국
5234,아스파라거스(6KG),2021-01-11,태국,태국
5235,신선당근,2021-01-11,중국,중국
5236,해바라기씨,2021-01-11,중국,중국
5237,호박씨,2021-01-11,중국,중국
5238,오렌지,2021-01-11,미국,미국
5239,신선당근,2021-01-11,중국,중국
5240,신선당근,2021-01-11,중국,중국
5241,바나나,2021-01-11,페루,페루
5242,신선당근,2021-01-11,중국,중국
5243,차전자피,2021-01-11,인도,인도
5244,오렌지,2021-01-11,미국,미국
5245,오렌지,2021-01-11,미국,미국
5246,쿨란트로,2021-01-11,태국,태국
5247,신선깐마늘,2021-01-11,중국,중국
5248,망고,2021-01-11,태국,태국
5249,망고,2021-01-11,태국,태국
5250,망고,2021-01-11,태국,태국
5251,망고,2021-01-11,태국,태국
5252,레몬그라스(10 KG),2021-01-11,태국,태국
5253,바나나꽃,2021-01-11,태국,태국
5254,냉동 대파,2021-01-11,중국,중국
5255,건 무화과,2021-01-11,터키,독일
5256,슬라이스 아몬드,2021-01-11,미국,미국
5257,옥수수 (팝콘용),2021-01-11,미국,미국
5258,코코넛,2021-01-11,베트남,베트남
5259,커피원두,2021-01-11,브라질,브라질
5260,커피원두,2021-01-11,탄자니아,탄자니아
5261,커피원두,2021-01-11,코스타리카,코스타리카
5262,커피 생두,2021-01-11,브라질,브라질
5263,커피 생두,2021-01-11,브라질,브라질
5264,석류,2021-01-11,미국,미국
5265,망고,2021-01-11,태국,태국
5266,망고(5kg),2021-01-11,태국,태국
5267,신선양파,2021-01-11,중국,중국
5268,냉동대파,2021-01-11,중국,중국
5269,"파인애플(12KG,2021.01.02)",2021-01-11,필리핀,필리핀
5270,"용과(WHITE, 5KG)",2021-01-11,베트남,베트남
5271,인도네시아 로부스타 커피,2021-01-11,인도네시아,인도네시아
5272,완두콩,2021-01-11,미국,미국
5273,건조양파,2021-01-11,중국,중국
5274,냉동단호박,2021-01-11,중국,중국
5275,신선대파,2021-01-11,중국,중국
5276,냉동대파,2021-01-11,중국,중국
5277,냉동청피망,2021-01-11,중국,중국
5278,깐도라지,2021-01-11,중국,중국
5279,깐우엉,2021-01-11,중국,중국
5280,마늘쫑(8KG),2021-01-11,중국,중국
5281,깐도라지,2021-01-11,중국,중국
5282,냉동부추,2021-01-11,중국,중국
5283,냉동그린빈,2021-01-11,중국,중국
