,제품명(한글),수입일자,제조국,수출국
3182,바나나,2021-01-21,필리핀,필리핀
3183,바나나,2021-01-21,필리핀,필리핀
3184,콩나물콩,2021-01-21,미국,미국
3185,유기농 아몬드,2021-01-21,미국,미국
3186,콩나물콩,2021-01-21,미국,미국
3187,동부콩,2021-01-21,페루,페루
3188,오렌지,2021-01-21,스페인,스페인
3189,콩나물콩,2021-01-21,미국,미국
3190,핑거루트,2021-01-21,태국,태국
3191,냉동고추,2021-01-21,중국,중국
3192,망고,2021-01-21,태국,태국
3193,신선파파야,2021-01-21,필리핀,필리핀
3194,포도,2021-01-21,페루,페루
3195,유기농바나나,2021-01-21,콜롬비아,콜롬비아
3196,냉동홍고추,2021-01-21,중국,중국
3197,건토란줄기,2021-01-21,미얀마,미얀마
3198,호두,2021-01-21,미국,미국
3199,옥수수,2021-01-21,미국,미국
3200,완두콩,2021-01-21,캐나다,캐나다
3201,호두,2021-01-21,미국,미국
3202,송로버섯,2021-01-21,이탈리아,이탈리아
3203,망고,2021-01-21,페루,페루
3204,핑거루트,2021-01-21,태국,태국
3205,생감자,2021-01-21,미국,미국
3206,바나나,2021-01-21,페루,페루
3207,유기농 바나나,2021-01-21,페루,페루
3208,양파(신선),2021-01-21,중국,중국
3209,건고추,2021-01-21,중국,중국
3210,커피원두,2021-01-21,브라질,브라질
3211,건라임잎,2021-01-21,태국,태국
3212,동부콩,2021-01-21,미얀마,미얀마
3213,냉동고추,2021-01-21,중국,중국
3214,냉동서양고추냉이,2021-01-21,중국,중국
3215,목질진흙버섯(상황버섯),2021-01-21,캄보디아,캄보디아
3216,냉동홍고추,2021-01-21,중국,중국
3217,"천궁(뿌리줄기,건조)",2021-01-21,중국,중국
3218,깐도라지,2021-01-21,중국,중국
3219,깐도라지,2021-01-21,중국,중국
3220,냉동대파,2021-01-21,중국,중국
3221,냉동대파 55mm,2021-01-21,중국,중국
3222,냉동밤,2021-01-21,중국,중국
3223,건표고버섯줄기,2021-01-21,중국,중국
3224,콜롬비아 커피 원두,2021-01-21,콜롬비아,콜롬비아
3225,냉동부추,2021-01-21,중국,중국
3226,냉동카사바,2021-01-21,베트남,베트남
3227,냉동바나나,2021-01-21,베트남,베트남
3228,냉동양파,2021-01-21,중국,중국
3229,냉동당근,2021-01-21,중국,중국
3230,바닐라빈,2021-01-21,파푸아뉴기니,파푸아뉴기니
3231,바닐라빈,2021-01-21,인도네시아,인도네시아
3232,냉동딸기,2021-01-21,중국,중국
3233,냉동블루베리,2021-01-21,미국,미국
3234,냉동블루베리,2021-01-21,미국,미국
3235,냉동블루베리,2021-01-21,미국,미국
3236,커클랜드 시그니춰 블랙페퍼,2021-01-21,베트남,미국
3237,유기농 건자두,2021-01-21,미국,미국
3238,아몬드,2021-01-21,미국,미국
3239,호두,2021-01-21,미국,미국
3240,호두,2021-01-21,미국,미국
3241,아몬드,2021-01-21,미국,미국
3242,건파8R,2021-01-21,중국,중국
3243,캐슈넛,2021-01-21,베트남,베트남
3244,냉동양파,2021-01-21,중국,중국
3245,냉동 그린빈스,2021-01-21,중국,중국
3246,맥아,2021-01-21,독일,독일
3247,냉동 마늘,2021-01-21,중국,중국
3248,냉동 사토르,2021-01-21,태국,태국
3249,냉동 대파,2021-01-21,중국,중국
3250,시나몬,2021-01-21,스리랑카,스리랑카
3251,호두,2021-01-21,미국,미국
3252,아몬드,2021-01-21,미국,미국
3253,냉동브로컬리,2021-01-21,중국,중국
3254,냉동당근,2021-01-21,중국,중국
3255,헤즐너트,2021-01-21,터키,터키
3256,헤즐너트,2021-01-21,터키,터키
3257,호두,2021-01-21,미국,미국
3258,아몬드,2021-01-21,미국,미국
3259,커클랜드 시그니춰 노르망디 스타일 베지터블 블랜드,2021-01-21,멕시코,미국
3260,피스타치오,2021-01-21,미국,미국
3261,아몬드,2021-01-21,미국,미국
3262,고추씨,2021-01-21,인도,인도
3263,건파,2021-01-21,중국,중국
3264,건목이버섯,2021-01-21,중국,중국
3265,압축표고버섯(15mm),2021-01-21,중국,중국
3266,건파,2021-01-21,중국,중국
3267,건조 카피르라임잎,2021-01-21,인도네시아,인도네시아
3268,깐도라지,2021-01-21,중국,중국
3269,깐도라지,2021-01-21,중국,중국
3270,깐도라지 (2KG),2021-01-21,중국,중국
3271,건조 월계수잎,2021-01-21,인도네시아,인도네시아
3272,건조 레몬그라스,2021-01-21,인도네시아,인도네시아
3273,한속단,2021-01-21,중국,중국
3274,건조양파,2021-01-21,중국,중국
3275,커피 생두,2021-01-21,에티오피아,에티오피아
3276,커피 생두,2021-01-21,에티오피아,에티오피아
3277,신선깐도라지,2021-01-21,중국,중국
3278,깐도라지,2021-01-21,중국,중국
3279,깐도라지,2021-01-21,중국,중국
3280,밀맥아,2021-01-21,독일,독일
3281,박말랭이,2021-01-21,중국,중국
3282,깐도라지,2021-01-21,중국,중국
3283,깐도라지,2021-01-21,중국,중국
