,제품명(한글),수입일자,제조국,수출국
5735,송로버섯,2021-01-06,이탈리아,이탈리아
5736,커피원두,2021-01-06,베트남,베트남
5737,아몬드,2021-01-06,미국,미국
5738,냉동홍고추,2021-01-06,중국,중국
5739,대두,2021-01-06,캐나다,캐나다
5740,검정강낭콩,2021-01-06,캐나다,캐나다
5741,커피생두,2021-01-06,케냐,케냐
5742,커피생두,2021-01-06,케냐,케냐
5743,들깨,2021-01-06,중국,중국
5744,흰강낭콩,2021-01-06,캐나다,캐나다
5745,커피생두,2021-01-06,베트남,베트남
5746,유기농바나나,2021-01-06,콜롬비아,콜롬비아
5747,아몬드,2021-01-06,미국,미국
5748,블루베리,2021-01-06,칠레,칠레
5749,바나나,2021-01-06,에콰도르,에콰도르
5750,생감자,2021-01-06,미국,미국
5751,천삼20지(600G),2021-01-06,대한민국,중국
5752,당근,2021-01-06,중국,중국
5753,신선양배추,2021-01-06,중국,중국
5754,지황,2021-01-06,중국,중국
5755,커피원두,2021-01-06,브라질,브라질
5756,커피원두,2021-01-06,브라질,브라질
5757,커피원두,2021-01-06,브라질,브라질
5758,냉동고추,2021-01-06,중국,중국
5759,현미(중립종 혼합),2021-01-06,미국,미국
5760,신선우엉,2021-01-06,중국,중국
5761,신선우엉,2021-01-06,중국,중국
5762,블루베리,2021-01-06,칠레,칠레
5763,호두,2021-01-06,미국,미국
5764,강낭콩,2021-01-06,미국,미국
5765,건 표고버섯,2021-01-06,중국,중국
5766,신선우엉,2021-01-06,중국,중국
5767,도라지,2021-01-06,중국,중국
5768,깐도라지,2021-01-06,중국,중국
5769,표고버섯,2021-01-06,중국,중국
5770,깐우엉,2021-01-06,중국,중국
5771,목질진흙버섯,2021-01-06,중국,중국
5772,건무우청,2021-01-06,중국,중국
5773,커피 생두,2021-01-06,케냐,케냐
5774,브로콜리,2021-01-06,중국,중국
5775,망고,2021-01-06,태국,태국
5776,망고,2021-01-06,태국,태국
5777,망고,2021-01-06,태국,태국
5778,망고,2021-01-06,태국,태국
5779,망고,2021-01-06,태국,태국
5780,레몬,2021-01-06,미국,미국
5781,커피생두,2021-01-06,브라질,브라질
5782,깐도라지,2021-01-06,중국,중국
5783,신선 표고버섯,2021-01-06,중국,중국
5784,아스파라거스(6KG),2021-01-06,태국,태국
5785,커피원두,2021-01-06,베트남,베트남
5786,신선브로콜리,2021-01-06,중국,중국
5787,레몬그래스,2021-01-06,베트남,베트남
5788,신선브로콜리,2021-01-06,중국,중국
5789,망고,2021-01-06,태국,태국
5790,기장,2021-01-06,미국,미국
5791,율무,2021-01-06,중국,중국
5792,냉동홍고추,2021-01-06,중국,중국
5793,냉동마늘,2021-01-06,중국,중국
5794,커피원두,2021-01-06,브라질,브라질
5795,냉동 잭플룻,2021-01-06,베트남,베트남
5796,콩나물콩,2021-01-06,미국,미국
5797,냉동홍고추,2021-01-06,중국,중국
5798,냉동홍고추,2021-01-06,중국,중국
5799,피칸,2021-01-06,미국,미국
5800,병아리콩,2021-01-06,캐나다,캐나다
5801,피칸,2021-01-06,미국,미국
5802,커피원두,2021-01-06,브라질,브라질
5803,신선 브로콜리,2021-01-06,중국,중국
5804,냉동고추,2021-01-06,중국,중국
5805,신선당근,2021-01-06,중국,중국
5806,냉동고추,2021-01-06,중국,중국
5807,냉동고추,2021-01-06,중국,중국
5808,냉동홍고추,2021-01-06,중국,중국
5809,냉동고추,2021-01-06,중국,중국
5810,콩나물,2021-01-06,중국,중국
5811,들깨,2021-01-06,중국,중국
5812,커피생두,2021-01-06,콜롬비아,콜롬비아
5813,커피생두,2021-01-06,콜롬비아,콜롬비아
5814,피마자잎,2021-01-06,중국,중국
5815,취나물,2021-01-06,중국,중국
5816,당귀,2021-01-06,중국,중국
5817,건고사리,2021-01-06,중국,중국
5818,냉동홍고추,2021-01-06,중국,중국
5819,냉동홍고추,2021-01-06,중국,중국
5820,타피오카 칩,2021-01-06,베트남,베트남
5821,지실,2021-01-06,중국,중국
5822,커피생두,2021-01-06,베트남,베트남
5823,맥아,2021-01-06,중국,중국
5824,건다래순,2021-01-06,중국,중국
5825,커피원두(생두),2021-01-06,에티오피아,에티오피아
5826,커피원두(생두),2021-01-06,에티오피아,에티오피아
5827,커피 생두,2021-01-06,브라질,브라질
5828,현미(단립종 혼합),2021-01-06,중국,홍콩
5829,아스파라거스,2021-01-06,태국,태국
5830,셀러리악,2021-01-06,네덜란드,벨기에
5831,체리,2021-01-06,칠레,칠레
5832,신선당근,2021-01-06,중국,중국
5833,아보카도,2021-01-06,멕시코,멕시코
5834,창이자,2021-01-06,중국,중국
5835,망고,2021-01-06,태국,태국
5836,신선 브로콜리,2021-01-06,중국,중국
5837,신선표고,2021-01-06,중국,중국
5838,건표고버섯,2021-01-06,중국,중국
5839,카무트,2021-01-06,캐나다,캐나다
5840,자몽,2021-01-06,미국,미국
5841,자몽,2021-01-06,미국,미국
5842,자몽,2021-01-06,미국,미국
5843,커피 생두,2021-01-06,에티오피아,에티오피아
5844,커피원두,2021-01-06,케냐,케냐
5845,깐우엉,2021-01-06,중국,중국
5846,신선우엉,2021-01-06,중국,중국
5847,신선생강,2021-01-06,중국,중국
5848,히카마,2021-01-06,베트남,베트남
5849,유기농바나나,2021-01-06,페루,페루
5850,아스파라거스 (7KG),2021-01-06,태국,태국
5851,유기농아보카도,2021-01-06,멕시코,멕시코
5852,옥수수,2021-01-06,러시아,러시아
5853,아보카도,2021-01-06,멕시코,멕시코
5854,커피생두,2021-01-06,브라질,브라질
5855,커피생두,2021-01-06,브라질,브라질
5856,냉동 브로컬리,2021-01-06,중국,중국
5857,냉동깐밤,2021-01-06,중국,중국
5858,냉동얼갈이,2021-01-06,중국,중국
5859,냉동 근대,2021-01-06,중국,중국
5860,커피 생두,2021-01-06,인도네시아,인도네시아
5861,냉동대파,2021-01-06,중국,중국
5862,커피생두,2021-01-06,인도네시아,인도네시아
5863,유기농 커피원두,2021-01-06,인도네시아,인도네시아
5864,냉동밤다이스,2021-01-06,중국,중국
5865,냉동깐밤,2021-01-06,중국,중국
5866,부흥 통계피,2021-01-06,베트남,베트남
5867,냉동마늘,2021-01-06,중국,중국
5868,냉동마늘,2021-01-06,중국,중국
5869,냉동마늘,2021-01-06,중국,중국
5870,캐슈넛,2021-01-06,인도,인도
5871,목이버섯,2021-01-06,중국,중국
5872,냉동 람부탄,2021-01-06,베트남,베트남
5873,냉동 고추,2021-01-06,베트남,베트남
5874,냉동용안,2021-01-06,베트남,베트남
5875,목이버섯,2021-01-06,중국,중국
5876,탈각호두,2021-01-06,미국,미국
5877,냉동대파,2021-01-06,중국,중국
5878,아몬드,2021-01-06,미국,미국
5879,백목이버섯 (1KG*6),2021-01-06,중국,중국
5880,냉동브로컬리,2021-01-06,중국,중국
5881,냉동 패션후르츠,2021-01-06,베트남,베트남
5882,미니당근,2021-01-06,프랑스,프랑스
5883,미니양파,2021-01-06,프랑스,프랑스
5884,병아리콩,2021-01-06,우즈베키스탄,우즈베키스탄
5885,녹두,2021-01-06,우즈베키스탄,우즈베키스탄
5886,냉동 배추우거지,2021-01-06,베트남,베트남
5887,스완 에일,2021-01-06,네덜란드,네덜란드
5888,아몬드,2021-01-06,미국,미국
5889,아몬드,2021-01-06,미국,미국
5890,아몬드,2021-01-06,미국,미국
5891,건파,2021-01-06,중국,중국
5892,냉동패션후르츠,2021-01-06,베트남,베트남
5893,고추씨,2021-01-06,중국,중국
5894,아몬드,2021-01-06,미국,미국
5895,송로버섯,2021-01-06,이탈리아,이탈리아
5896,아몬드,2021-01-06,미국,미국
5897,아몬드,2021-01-06,미국,미국
5898,피호두,2021-01-06,미국,미국
5899,옥수수,2021-01-06,미국,미국
5900,호두,2021-01-06,미국,미국
5901,아몬드,2021-01-06,미국,미국
5902,옥수수,2021-01-06,미국,미국
5903,호두,2021-01-06,미국,미국
5904,커피원두,2021-01-06,탄자니아,탄자니아
5905,커피원두,2021-01-06,탄자니아,탄자니아
5906,실론계피,2021-01-06,스리랑카,스리랑카
5907,커피생두,2021-01-06,콜롬비아,콜롬비아
5908,숙주나물,2021-01-06,중국,중국
5909,콩나물,2021-01-06,중국,중국
5910,커피 생두,2021-01-06,브라질,브라질
5911,커피생두,2021-01-06,콜롬비아,콜롬비아
5912,커피생두,2021-01-06,콜롬비아,콜롬비아
5913,커피생두,2021-01-06,콜롬비아,콜롬비아
5914,들깨,2021-01-06,중국,중국
5915,커피생두,2021-01-06,콜롬비아,콜롬비아
5916,냉동홍고추,2021-01-06,중국,중국
5917,냉동목별,2021-01-06,베트남,베트남
5918,냉동 초고버섯,2021-01-06,베트남,베트남
5919,아몬드,2021-01-06,미국,미국
