,제품명(한글),수입일자,제조국,수출국
7928,냉동 브로콜리,2020-12-24,중국,중국
7929,호두,2020-12-24,미국,미국
7930,냉동열무청,2020-12-24,중국,중국
7931,건표고버섯,2020-12-24,중국,중국
7932,냉동부추,2020-12-24,중국,중국
7933,건파,2020-12-24,중국,중국
7934,링파,2020-12-24,중국,중국
7935,건파,2020-12-24,중국,중국
7936,냉동당근,2020-12-24,중국,중국
7937,커피원두,2020-12-24,콜롬비아,콜롬비아
7938,커피원두,2020-12-24,콜롬비아,콜롬비아
7939,커피원두,2020-12-24,콜롬비아,콜롬비아
7940,커피 생두,2020-12-24,콜롬비아,콜롬비아
7941,커피생두,2020-12-24,콜롬비아,콜롬비아
7942,바나나,2020-12-24,필리핀,필리핀
7943,아몬드,2020-12-24,미국,미국
7944,커피원두,2020-12-24,에티오피아,에티오피아
7945,커피 생두,2020-12-24,파나마,대만
7946,망고,2020-12-24,페루,페루
7947,커피 생두,2020-12-24,콜롬비아,콜롬비아
7948,유기농바나나,2020-12-24,콜롬비아,콜롬비아
7949,커피원두,2020-12-24,라오스,베트남
7950,커피원두,2020-12-24,베트남,베트남
7951,냉동홍고추,2020-12-24,중국,중국
