,제품명(한글),수입일자,제조국,수출국
2534,망고,2021-01-25,베트남,베트남
2535,아스파라거스,2021-01-25,멕시코,미국
2536,망고,2021-01-25,페루,페루
2537,파스니프,2021-01-25,벨기에,벨기에
2538,엔다이브,2021-01-25,벨기에,벨기에
2539,방울다다기 양배추,2021-01-25,벨기에,벨기에
2540,펜넬,2021-01-25,스페인,벨기에
2541,프리제(FRISEE),2021-01-25,스페인,벨기에
2542,"망고(열매,신선)",2021-01-25,태국,태국
2543,포도,2021-01-25,칠레,칠레
2544,망고,2021-01-25,태국,태국
2545,곶감,2021-01-25,중국,중국
2546,망고,2021-01-25,태국,태국
2547,감자,2021-01-25,미국,미국
2548,커피원두,2021-01-25,브라질,브라질
2549,망고,2021-01-25,태국,태국
2550,블루베리 125G,2021-01-25,칠레,칠레
2551,신선양파,2021-01-25,중국,중국
2552,신선양파,2021-01-25,중국,중국
2553,신선양파,2021-01-25,중국,중국
2554,신선브로콜리,2021-01-25,중국,중국
2555,신선양상추,2021-01-25,중국,중국
2556,깐더덕,2021-01-25,중국,중국
2557,신선양파,2021-01-25,중국,중국
2558,블루베리(125G),2021-01-25,칠레,칠레
2559,포도,2021-01-25,칠레,칠레
2560,양상추,2021-01-25,미국,미국
2561,강낭콩,2021-01-25,중국,중국
2562,대두,2021-01-25,미국,미국
2563,신선송로버섯,2021-01-25,이탈리아,이탈리아
2564,커피원두,2021-01-25,파나마,파나마
2565,커피생두,2021-01-25,인도네시아,인도네시아
2566,망고 *6KG,2021-01-25,필리핀,필리핀
2567,망고 6kg,2021-01-25,필리핀,필리핀
2568,체리,2021-01-25,칠레,칠레
2569,브라질커피원두,2021-01-25,브라질,브라질
2570,블루베리 (125G),2021-01-25,칠레,칠레
2571,맥아,2021-01-25,호주,호주
2572,고추냉이 와사비,2021-01-25,일본,일본
2573,커피원두(생두),2021-01-25,브라질,브라질
2574,블루베리(312g),2021-01-25,칠레,칠레
2575,브로콜리,2021-01-25,중국,중국
2576,판단잎,2021-01-25,베트남,베트남
2577,산조인,2021-01-25,미얀마,미얀마
2578,사탕수수,2021-01-25,베트남,베트남
2579,레몬그라스,2021-01-25,베트남,베트남
2580,강황,2021-01-25,인도,인도
2581,체리,2021-01-25,칠레,칠레
2582,"파인애플(12KG,2021.01.16)",2021-01-25,필리핀,필리핀
2583,신선양파,2021-01-25,중국,중국
2584,레몬,2021-01-25,미국,미국
2585,오렌지,2021-01-25,미국,미국
2586,황기/21KG,2021-01-25,중국,중국
2587,황기,2021-01-25,중국,중국
2588,신선표고,2021-01-25,중국,중국
2589,표고버섯,2021-01-25,중국,중국
2590,"파파야(5KG,2021.01.08)",2021-01-25,필리핀,필리핀
2591,신선양파,2021-01-25,중국,중국
2592,더덕,2021-01-25,중국,중국
2593,신선표고버섯,2021-01-25,중국,중국
2594,체리,2021-01-25,칠레,칠레
2595,체리,2021-01-25,칠레,칠레
2596,바나나,2021-01-25,에콰도르,에콰도르
2597,호주백맥,2021-01-25,호주,호주
2598,신선인삼,2021-01-25,중국,중국
2599,망고,2021-01-25,태국,태국
2600,갈랑가(10 KG),2021-01-25,태국,태국
2601,바나나꽃,2021-01-25,태국,태국
2602,레몬그라스,2021-01-25,태국,태국
2603,건양파,2021-01-25,중국,중국
2604,호박씨,2021-01-25,중국,중국
2605,망고(5kg),2021-01-25,태국,태국
2606,신선당근,2021-01-25,중국,중국
2607,표고버섯,2021-01-25,중국,중국
2608,신선당근,2021-01-25,중국,중국
2609,깐도라지,2021-01-25,중국,중국
2610,신선더덕,2021-01-25,중국,중국
2611,깐더덕,2021-01-25,중국,중국
2612,커피생두,2021-01-25,에티오피아,에티오피아
2613,커피생두,2021-01-25,콜롬비아,콜롬비아
2614,커피생두,2021-01-25,브라질,브라질
2615,커피생두,2021-01-25,브라질,브라질
2616,커피생두,2021-01-25,브라질,브라질
2617,아보카도,2021-01-25,멕시코,멕시코
2618,파인애플 (13.8KG),2021-01-25,필리핀,필리핀
2619,파인애플 (12KG),2021-01-25,필리핀,필리핀
2620,망고,2021-01-25,태국,태국
2621,코코넛(8 KG),2021-01-25,태국,태국
2622,샬롯,2021-01-25,네덜란드,벨기에
2623,아보카도,2021-01-25,멕시코,멕시코
2624,망고,2021-01-25,태국,태국
2625,망고,2021-01-25,태국,태국
2626,앤다이브,2021-01-25,벨기에,벨기에
2627,차이브,2021-01-25,이스라엘,이스라엘
2628,방울다다기 양배추,2021-01-25,벨기에,벨기에
2629,타임,2021-01-25,이스라엘,이스라엘
2630,아스파라거스,2021-01-25,페루,페루
2631,아스파라거스,2021-01-25,페루,페루
2632,신선양파,2021-01-25,중국,중국
2633,신선양파,2021-01-25,중국,중국
2634,냉동고추,2021-01-25,중국,중국
2635,냉동홍고추,2021-01-25,중국,중국
2636,냉동홍고추,2021-01-25,중국,중국
2637,커피생두,2021-01-25,에티오피아,에티오피아
2638,아몬드,2021-01-25,미국,미국
2639,커피생두,2021-01-25,에티오피아,에티오피아
2640,감초,2021-01-25,우즈베키스탄,우즈베키스탄
2641,커피생두 (70KG),2021-01-25,콜롬비아,콜롬비아
2642,생알땅콩,2021-01-25,중국,중국
2643,유기농바나나,2021-01-25,페루,페루
2644,쿨란트로,2021-01-25,태국,태국
2645,콩나물콩,2021-01-25,미국,미국
2646,옥수수,2021-01-25,러시아,러시아
2647,호두,2021-01-25,미국,미국
2648,건 라임잎,2021-01-25,태국,태국
2649,아몬드,2021-01-25,미국,미국
2650,아몬드,2021-01-25,미국,미국
2651,호두,2021-01-25,미국,미국
2652,냉동고추,2021-01-25,중국,중국
2653,핑거루트,2021-01-25,태국,태국
2654,레몬그라스,2021-01-25,베트남,베트남
2655,신선대파,2021-01-25,중국,중국
2656,냉동고추,2021-01-25,중국,중국
2657,용과,2021-01-25,베트남,베트남
2658,여주,2021-01-25,베트남,베트남
2659,포도,2021-01-25,칠레,칠레
2660,오렌지,2021-01-25,미국,미국
2661,오렌지,2021-01-25,미국,미국
2662,오렌지,2021-01-25,미국,미국
2663,커피생두,2021-01-25,콜롬비아,콜롬비아
2664,오렌지,2021-01-25,미국,미국
2665,오렌지,2021-01-25,미국,미국
2666,오렌지,2021-01-25,미국,미국
2667,오렌지,2021-01-25,미국,미국
2668,오렌지,2021-01-25,미국,미국
2669,오렌지-18kg,2021-01-25,미국,미국
2670,아스파라거스,2021-01-25,페루,페루
2671,브로콜리니,2021-01-25,벨기에,벨기에
2672,아티초크,2021-01-25,스페인,벨기에
2673,송로버섯,2021-01-25,이탈리아,이탈리아
2674,엔다이브,2021-01-25,벨기에,벨기에
2675,펜넬,2021-01-25,스페인,벨기에
2676,아스파라거스 4 kgs,2021-01-25,페루,페루
2677,아스파라거스 4KG,2021-01-25,페루,페루
2678,파스니프,2021-01-25,벨기에,벨기에
2679,프리제(FRISEE),2021-01-25,스페인,벨기에
2680,망고,2021-01-25,페루,페루
2681,송로버섯,2021-01-25,이탈리아,이탈리아
2682,신선송로버섯,2021-01-25,스페인,스페인
2683,레드 엔다이브,2021-01-25,네덜란드,벨기에
2684,바나나꽃,2021-01-25,태국,태국
2685,샬롯,2021-01-25,태국,태국
2686,쿨란트로,2021-01-25,베트남,베트남
2687,대두,2021-01-25,캐나다,캐나다
2688,자몽,2021-01-25,미국,미국
2689,메로골드,2021-01-25,미국,미국
2690,자몽,2021-01-25,미국,미국
2691,자몽,2021-01-25,미국,미국
2692,자몽,2021-01-25,미국,미국
2693,석류,2021-01-25,미국,미국
2694,"멜로골드(열매,신선)",2021-01-25,미국,미국
2695,자몽,2021-01-25,미국,미국
2696,냉동고추,2021-01-25,중국,중국
2697,완두콩반태,2021-01-25,미국,미국
2698,캐슈넛,2021-01-25,베트남,베트남
2699,신선양파,2021-01-25,중국,중국
2700,당귀/21KG,2021-01-25,중국,중국
2701,바질씨,2021-01-25,방글라데시,방글라데시
2702,냉동홍고추,2021-01-25,중국,중국
2703,커피원두,2021-01-25,브라질,브라질
2704,콩나물,2021-01-25,중국,중국
2705,레몬,2021-01-25,미국,미국
2706,냉동홍고추,2021-01-25,중국,중국
2707,냉동홍고추,2021-01-25,중국,중국
2708,냉동홍고추,2021-01-25,중국,중국
2709,신선더덕,2021-01-25,중국,중국
2710,커피원두(60KG),2021-01-25,인도,인도
2711,밤,2021-01-25,중국,중국
2712,깐더덕,2021-01-25,중국,중국
2713,신선 표고버섯,2021-01-25,중국,중국
2714,스코티시 팟 스틸 몰트(맥아),2021-01-25,영국,영국
2715,프레쉬 영 코코넛,2021-01-25,태국,태국
2716,냉동홍고추,2021-01-25,중국,중국
2717,참깨,2021-01-25,중국,중국
2718,건여주,2021-01-25,인도네시아,인도네시아
2719,무,2021-01-25,중국,중국
2720,커피원두,2021-01-25,파푸아뉴기니,파푸아뉴기니
2721,도토리,2021-01-25,중국,중국
2722,커피 생두,2021-01-25,에티오피아,에티오피아
2723,검은깨,2021-01-25,중국,중국
2724,냉동대파,2021-01-25,중국,중국
2725,냉동고추,2021-01-25,중국,중국
2726,자몽,2021-01-25,미국,미국
2727,체리,2021-01-25,칠레,칠레
2728,아몬드,2021-01-25,미국,미국
2729,냉동홍고추,2021-01-25,중국,중국
2730,참깨,2021-01-25,중국,중국
2731,참깨,2021-01-25,중국,중국
2732,레몬그라스,2021-01-25,베트남,베트남
2733,동부콩(37.5KG),2021-01-25,미얀마,미얀마
2734,건라임잎,2021-01-25,태국,태국
2735,두리안,2021-01-25,태국,태국
2736,코코넛,2021-01-25,태국,태국
2737,망고,2021-01-25,페루,페루
2738,아스파라거스(4KG),2021-01-25,태국,태국
2739,아스파라거스(5KG),2021-01-25,페루,페루
2740,하이비 아스파라거스 (5KG),2021-01-25,태국,태국
2741,아스파라거스,2021-01-25,태국,태국
2742,갈랑갈,2021-01-25,태국,태국
2743,레몬그라스,2021-01-25,태국,태국
2744,망고,2021-01-25,태국,태국
2745,바나나 꽃,2021-01-25,태국,태국
2746,샬롯,2021-01-25,태국,태국
2747,갈랑갈,2021-01-25,태국,태국
2748,냉동마늘,2021-01-25,중국,중국
2749,냉동 연근,2021-01-25,중국,중국
2750,냉동 근대,2021-01-25,중국,중국
2751,냉동 시금치,2021-01-25,중국,중국
2752,목이버섯,2021-01-25,중국,중국
2753,계피(3KG),2021-01-25,베트남,베트남
2754,냉동대파,2021-01-25,중국,중국
2755,냉동당근,2021-01-25,중국,중국
2756,한결농장 바닐라빈,2021-01-25,파푸아뉴기니,파푸아뉴기니
2757,더덕,2021-01-25,중국,중국
2758,냉동 냉이,2021-01-25,중국,중국
2759,냉동홍고추(10KG),2021-01-25,중국,중국
2760,냉동블루베리,2021-01-25,미국,미국
2761,냉동 고사리,2021-01-25,중국,중국
2762,냉동 단호박,2021-01-25,중국,중국
2763,캐러웨이 씨드,2021-01-25,파키스탄,파키스탄
2764,커피 생두,2021-01-25,콜롬비아,콜롬비아
2765,냉동석류,2021-01-25,터키,터키
2766,아몬드,2021-01-25,미국,미국
2767,호두,2021-01-25,미국,미국
2768,호두,2021-01-25,미국,미국
2769,호두,2021-01-25,미국,미국
2770,호두,2021-01-25,미국,미국
2771,탈각호두(분태),2021-01-25,미국,미국
2772,캐슈넛,2021-01-25,베트남,베트남
2773,냉동배추,2021-01-25,중국,중국
2774,냉동유채,2021-01-25,중국,중국
2775,마른줄기상추,2021-01-25,중국,중국
2776,무말랭이,2021-01-25,중국,중국
2777,냉동깐밤,2021-01-25,베트남,베트남
2778,냉동 마늘편,2021-01-25,중국,중국
2779,냉동 당근,2021-01-25,중국,중국
2780,냉동마늘,2021-01-25,중국,중국
2781,냉동마늘,2021-01-25,중국,중국
2782,나켈 알야 쿠드리(대추야자100%) 500G,2021-01-25,사우디아라비아,사우디아라비아
2783,냉동 대파,2021-01-25,중국,중국
2784,아몬드,2021-01-25,미국,미국
2785,냉동대파,2021-01-25,중국,중국
2786,호두,2021-01-25,미국,미국
2787,호두,2021-01-25,미국,미국
2788,피칸,2021-01-25,미국,미국
2789,아몬드,2021-01-25,미국,미국
2790,아몬드,2021-01-25,미국,미국
2791,아몬드,2021-01-25,미국,미국
2792,건파,2021-01-25,중국,중국
2793,건파,2021-01-25,중국,중국
2794,건파,2021-01-25,중국,중국
2795,냉동 고사리,2021-01-25,중국,중국
2796,압축표고버섯후레이크 (15MM),2021-01-25,중국,중국
2797,냉동홍고추,2021-01-25,중국,중국
2798,아몬드,2021-01-25,미국,미국
2799,바나나,2021-01-25,콜롬비아,콜롬비아
2800,강낭콩,2021-01-25,미국,미국
2801,페루커피원두,2021-01-25,페루,페루
2802,콜롬비아  커피원두,2021-01-25,콜롬비아,콜롬비아
2803,콜롬비아  커피원두,2021-01-25,콜롬비아,콜롬비아
2804,콜롬비아  커피원두,2021-01-25,콜롬비아,콜롬비아
2805,맥아,2021-01-25,덴마크,덴마크
2806,커피 생두,2021-01-25,콜롬비아,콜롬비아
2807,커피생두,2021-01-25,콜롬비아,콜롬비아
2808,체리 (5KG),2021-01-25,칠레,칠레
2809,깐도라지 (2kg),2021-01-25,중국,중국
2810,두리안,2021-01-25,태국,태국
2811,갈랑갈,2021-01-25,태국,태국
